Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Haiti,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0.001,0.02,0.02,0.02,0.02,0.02,0.02
Jamaica,-0.55761,-0.411,1.30666,2.05014,1.50699,1.84236,4.58483,4.34633,5.70469,5.97811,1.11961,2.11961
Martinique,-0.07508,-0.06992,-0.06383,-0.08246,-0.08994,-0.0785,-0.09705,-0.08079,-0.08815,-0.24923,-0.24923,-0.24923
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,-0.75737,-2.16916,-1.00718,-0.26368,-0.02917,-0.58477,-0.73755,0.53109,0.66101,-0.41157,1.49587,1.49587
Nicaragua,-0.38638,-0.49056,-0.394,-0.37958,-0.43606,-0.367,-0.41205,-0.37737,0.57379,0.61124,-0.3535,-0.1535
Panama,-1.30457,-2.19515,-0.13995,0,0,0,0,0,0,0,0,0
Paraguay,-0.00267,-0.00243,-0.00925,-0.00574,0.09053,0.62697,0.8,1.1,1.7,2.2,2.3,2.2
Peru,99.56547,95.99972,96.64867,92.01186,93.77919,112.14024,119.04757,115.93784,121.78463,148.86425,163.80483,159.76794
Puerto Rico,0.45721,-0.13211,0.43608,0.72181,1.35395,1.34917,0.08543,1.3276,0.66277,0.53813,0,0.8536
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,9.58533,9.49617,9.49617,9.46166,9.46111,9.43937,11.01819,12.96046,15.26682,15.41897,15.4416,15.4416
Trinidad and Tobago,140.10014,132.72897,144.11158,161.17101,151.03687,170.75018,179.41381,156.51853,156.63383,153.36072,145.79335,138.43344
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0.36619,0.51138,0.43503,0.51349,0.93574,0.97608,1.03742,0.96333,1.00084,0.76474,1.08286,1.18286
Venezuela,3460.7588,3333.98838,2924.20405,2581.42877,2855.16767,2866.93064,2746.53371,2681.9924,2655.69603,2509.74521,2404.99578,2489.24235
Virgin Islands  U.S.,14.68287,14.3349,14.65224,17.11124,17.619,17.5788,17.62282,16.86836,16.64497,16.76659,14.88036,14.88036
Virgin Islands British,0,0,0,0,0,0,0,0,0,0,0,0
Albania,5.6601,5.99404,6.32234,6.72214,6.69884,6.98491,7.81407,6.50125,6.03628,5.39109,10.87307,15.54431
Austria,24.74692,25.28533,26.89388,25.90854,26.46189,24.91999,26.91867,27.68311,27.35455,28.19153,28.71441,30.39195
Belgium,10.21812,12.3046,13.06085,11.06035,10.68759,8.69059,11.70884,11.2241,8.5207,12.60347,12.70007,10.53035
Bosnia and Herzegovina,0,0,0,0,0,0,-0.07291,-0.05931,-0.09745,-0.0936,-0.03195,-0.03195
Bulgaria,1.96207,1.16243,2.64813,3.12806,3.66126,3.35651,3.37787,3.12498,3.51701,3.3409,3.58363,3.38363
Croatia,33.41747,32.4094,31.22241,31.33015,28.77786,27.69091,25.62869,23.83584,22.09883,24.4447,23.82472,21.89321
Cyprus,-0.36403,-0.35684,-0.25876,-0.19136,-0.07285,0.02,0.02,0.02,0.2,0.2,0.1,0.1
Czech Republic,9.36243,9.24546,12.47535,15.34589,17.16676,17.54448,15.83179,13.74412,10.90856,10.38968,10.28301,13.01232
Denmark,365.17927,348.98958,373.43236,378.40922,392.7449,380.78402,345.73955,315.29015,290.39414,264.30807,249.46475,226.28422
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0
Finland,8.27969,7.8004,9.01284,9.28445,9.15518,9.17124,10.18874,9.78874,8.53291,9.54122,15.30335,14.2309
Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,18.74295,18.1593,17.16277,16.55189,16.41191,15.58606,--,--,--,--,--,--
Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--
France,93.20904,90.13303,86.21381,90.23643,89.10493,84.25015,88.91645,74.63232,73.07799,76.31161,76.5425,75.88213
Germany,134.96042,129.52011,135.70219,139.07225,124.67114,153.7431,165.64423,120.36124,124.89943,133.06079,125.00158,141.00015
Germany (Offshore),16,17.111,18.6137,21.00274,22.6694,23.7589,26.5863,25.2411,20.81967,23.72877,20.88219,24.08767
Germany East,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0
Greece,7.65055,8.01615,6.6362,5.41931,5.23814,5.74675,6.62979,5.13801,6.00839,6.41675,8.47986,7.57805
Hungary,49.41499,48.74078,42.95741,45.52935,47.53454,42.27903,39.67719,32.81692,36.9994,35.36659,34.45847,27.64039
Iceland,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,-0.40643,-0.22507,-0.11943,-0.04206,-0.15343,-0.05116,-0.62357,-0.5571,-0.45946,-0.2957,1.07504,0.72561
Italy,134.52177,122.24008,129.83887,142.88928,153.21067,164.81356,166.53212,168.60951,160.78571,145.52558,156.14281,152.72141
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,-0.14587,-0.18961,-0.12991,-0.08006,-0.07814,-0.04487,-0.04388,-0.06623,-0.09732,-0.1457,0.03087,0.04087
Malta,0,0,0,0,0,0.04,0.04,0.02,0.02,0.02,0,0
Montenegro,--,--,--,--,--,--,0,0,0,0,0,0
Netherlands,72.18552,63.1591,57.61932,51.17223,48.59418,47.50539,38.04916,41.12248,31.47712,37.83117,34.84203,40.98095
Netherlands (Offshore),16,18.32603,40.7589,49.77562,47.62842,36.98356,32.57534,43.89315,34.07377,25.56438,20.30137,17.5863
Norway,3354.60925,3422.98368,3341.88449,3272.95665,3196.58757,2978.21084,2786.13958,2564.89394,2463.91665,2352.55525,2134.62055,2007.35031
Poland,22.8069,24.7933,23.01736,22.54004,34.79125,39.26743,41.05088,35.2317,35.27595,34.24601,28.65921,28.33946
Portugal,2.40889,3.88537,3.74534,4.53724,3.84869,4.05163,5.7071,6.35641,6.96014,5.41664,5.57404,5.17594
Romania,137.15915,139.5882,140.42832,133.6582,131.63173,124.72227,116.64128,115.65089,116.98435,112.69891,107.14475,105.34094
Serbia,--,--,--,--,--,--,16.9475,16.85736,18.51229,19.99119,23.72507,21.30589
Slovakia,3.19072,4.0666,8.99217,9.8725,11.16119,12.86667,13.32944,8.60999,10.30085,7.53781,7.68135,9.85793
Slovenia,0.02833,0.01557,0.01505,0.01185,0.006,0.105,0.105,0.105,0.165,0.145,0.405,0.305
Spain,23.82755,27.65527,27.8576,33.16977,37.88717,37.54667,36.65612,28.20955,25.3903,29.48995,28.75125,28.45621
Sweden,1.56605,2.07054,3.50085,4.11898,4.60833,3.94963,5.87194,7.27194,8.4702,11.19146,10.41947,11.26664
Switzerland,1.70653,1.81901,1.94969,1.62806,3.36102,3.32237,3.46384,3.50384,3.65681,3.87793,3.60576,3.61281
Turkey,51.41923,46.82814,47.0884,45.81582,42.92824,45.96485,45.04999,45.84311,47.73348,54.59644,57.75023,57.63345
United Kingdom,127.06681,117.22529,114.03407,103.35888,96.82753,91.46146,90.45688,88.88485,85.14396,87.38141,87.13009,82.65457
United Kingdom (Offshore),2439.95665,2477.46841,2447.9726,2288.36937,1977.53943,1770.89952,1602.14244,1601.79917,1502.86446,1422.14455,1318.73663,1084.06849
Armenia,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,288.58721,308.86234,315.41845,325.17476,317.63403,440.00603,646.58046,849.0687,878.19273,1015.94529,1044.86167,993.22482
Belarus,34.68791,35.372,33.46922,34.33129,35.03104,35.15458,35.60208,36.01088,35.29564,32.06294,32.07834,32.06834
Estonia,4.747,5.13362,5.5304,6.13796,6.59204,6.9,7.28,7.40002,7.6,9,10,11
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,1.99003,2.10783,1.46248,2.7807,1.9791,1.97739,0.99486,0.98383,0.97868,0.99321,1,1
Kazakhstan,725.62922,835.97119,967.51436,1061.97374,1245.86688,1337.17306,1387.86552,1445.64963,1430.94137,1541.56638,1608.6924,1638.35443
Kyrgyzstan,2.02986,2.01058,1.50952,1.35818,1.36466,1.95843,1.97912,0.94623,0.94308,0.99983,-0.8424,-0.8424
Latvia,0,0,0,0,0.2,0.3,0.3,0.5,0.9,1.2,1.1,1
Lithuania,9.55052,13.48161,13.43742,12.36198,11.41084,9.83302,8.37471,7.61921,10.04207,9.45376,9.71077,9.11077
Moldova,0,0,0,0,0,0,0,0,-0.00996,-0.02464,-0.01731,-0.01731
Russia,6723.63889,7159.73476,7658.89118,8534.77855,9273.77037,9511.24158,9677.3983,9878.38862,9797.15329,9933.82661,10156.90567,10239.15888
Tajikistan,0.39202,0.32903,0.31178,0.35478,0.25277,0.2821,0.30303,0.28317,0.23794,0.2228,0.2198,0.2198
Turkmenistan,156.63607,167.8753,192.56792,200.00085,213.94316,196.65006,177.21151,180.73092,189.36351,197.64378,201.87058,222.91907
Ukraine,84.89139,86.74805,85.45992,88.84417,96.88536,99.38719,107.75607,107.71108,99.38764,93.55939,83.26343,78.90186
Uzbekistan,151.91619,156.04377,153.25575,155.99554,142.00735,125.33253,107.49613,112.49503,109.97505,107.01893,106.7521,106.16579
Bahrain,49.77501,49.25458,49.39291,49.58959,50.60605,47.52479,48.85322,48.43459,48.59778,48.68543,47.15771,48.15771
Iran,3765.38516,3799.99117,3523.96857,3833.03404,4104.20868,4238.58358,4149.34028,4039.02547,4177.53735,4178.29613,4243.07327,4264.96769
Iraq,2581.9687,2408.82171,2039.79134,1318.04445,2020.56678,1889.41913,2009.44099,2096.63573,2384.55267,2399.1671,2402.87616,2628.99288
Israel,3.66324,3.91387,2.74011,3.19412,5.95068,5.2457,3.83366,4.02907,4.023,5.98119,5.839,6.129
Jordan,-0.48596,-0.26655,-0.1751,-0.14172,-0.36402,-0.25859,-0.12821,0.08777,0.70646,0.61429,0.16276,0.16076
Kuwait,2200.73368,2125.59516,2029.91077,2268.31392,2515.38205,2671.9799,2671.51292,2603.42559,2727.89534,2505.94295,2460.29305,2691.81774
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,972.04106,915.48762,899.48445,823.00979,754.29732,780.55853,743.85952,714.81372,759.69982,818.8882,869.85419,890.88709
Palestinian Territories,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,874.52442,864.81023,840.75927,927.02416,1043.22294,1111.04458,1138.14378,1121.07605,1203.82844,1212.72046,1440.86079,1641.17583
Saudi Arabia,9475.74895,9156.63995,8809.50666,10076.81061,10496.24133,11096.30789,10665.43882,10248.62275,10782.29692,9819.17231,10642.32729,11264.25879
Syria,546.78467,513.37535,519.7802,510.1629,488.06332,463.79396,438.82722,411.87022,400.34998,400.1077,420.57101,373.67239
United Arab Emirates,2572.32543,2500.04083,2386.83313,2660.82958,2766.74508,2844.62628,2948.46855,2947.49714,3046.87307,2794.55158,2813.24377,3088.2562
Yemen,437.23131,439.97498,438.8405,430.70944,406.24082,401.93483,378.17638,320.03943,299.69879,286.08184,282.40335,218.79581
Algeria,1433.02529,1513.89265,1617.65305,1784.04302,1844.52503,1956.77809,1967.49345,1967.54505,1954.4593,1909.81487,1880.96519,1862.96519
Angola,746.11311,741.90412,896.14301,902.30472,1054.41503,1249.22862,1419.91669,1747.5052,1979.33173,1908.02883,1947.75623,1799.88677
Benin,0.69,0.7,0.8,0.4,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,85.05965,76.89133,69.90076,67.21815,66.34701,82.70864,86.80748,83.15674,81.78026,77.42024,65.52425,62.18452
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,36.06849,170.58743,176.65753,157.91781,144.20274,127.16393,119.47123,122.52055,114.96438
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),291.9074,266.35027,259.9621,255.52326,242.92704,235.87597,247.29583,213.65064,239.87766,274.48652,311.91159,298.91159
Congo (Kinshasa),26.01703,24.01708,22.66575,22,21.0847,19.74795,20,22.15616,19.95765,22,21,20.16164
Cote dIvoire (IvoryCoast),12.36467,11.54063,13.07471,19.85158,27.77691,39.93577,63.29672,53.04377,59.93157,58.47994,44.47976,40.23593
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,793.33734,748.06048,742.55169,744.09538,700.09207,682.77395,682.8348,673.67169,706.52229,728.62067,717.35581,725.67909
Equatorial Guinea,167.5,181.43836,212.56164,206.46588,368.20765,375.47671,362.86575,368.52877,359.20315,346.01607,322.71038,298.88803
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1
Gabon,314.79176,269.80235,251.04817,241.1596,238.77112,266.02883,236.88244,243.897,247.74844,241.92754,245.50833,244.35491
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,7.13187,7.18333,7.43318,7.47741,8.57353,7.39939,7.08103,7.69119,7.22731,6.88771,8.46391,77.78719
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,-0.05479,-0.09184,-0.16557,-0.07992,-0.26325,-0.16089,-0.31759,-0.13615,-0.16178,-0.16742,-0.05809,-0.05809
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,1469.34531,1427.84153,1383.18318,1484.8877,1582.29672,1721.29252,1809.57667,1844.70319,1874.4418,1790.10934,1789.10981,501.46597
Madagascar,0.06914,0.08415,0.08927,0.09059,0.09218,0.08457,0,0,0,0,0,0
Malawi,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,-0.09266,0,0,0,0,0,30.61918,14.99178,12.83333,11.24522,8.23223,7.73764
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,4.02365,4.03491,4.48438,3.72307,3.44645,4.30974,4.05268,3.93794,4.72237,4.75983,5.05691,5.05691
Mozambique,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02
Namibia,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,6.71233
Nigeria,2169.13511,2261.41605,2123.32298,2278.59203,2331.69623,2630.86027,2442.25006,2352.75555,2168.86528,2212.18016,2459.40356,2554.48849
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0.01548,-0.02753,-0.02113,-0.03129,-0.05876,-0.03865,-0.01342,-0.06512,-0.08098,-0.03246,-0.03411,-0.03411
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,-0.00204,0,0.00084,0.00399,0.0007,0.00299,0.02898,0.02539,0.03298,0,0,0.02539
Somalia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,201.63061,209.28577,211.44428,202.30936,234.04175,215.21075,201.40674,196.19566,193.71329,182.61663,180.46426,181.04111
Sudan and South Sudan,186.98453,210.83491,240.4934,271.87904,344.84255,352.40727,381.34794,466.76212,479.83065,485.98729,489.36738,456.12491
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
Togo,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,80.49893,72.58098,78.55014,77.36913,81.66704,76.7478,78.24085,85.88712,85.48942,80.95503,79.26733,67.66594
Uganda,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0.00802,0.12579,0.13021,0.14005,0.15,0.15928,0.15948,0.19034,0.14016,0.14156,0.17461,0.17461
Zimbabwe,0,0,0,0,0,0,0,0,0.04,0.06,0.12,0.12
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,828.05825,768.25713,744.24488,629.81298,557.34419,572.96896,554.52837,587.44902,587.71699,592.48632,604.10564,530.50665
Bangladesh,3.21103,4.10149,6.82469,6.91283,6.74582,6.75957,6.73288,6.72417,6.4086,5.68375,5.78511,5.78511
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,215.36776,217.58366,189.4066,196.36775,204.43115,213.14754,220.40883,175.5119,157.76447,154.60556,159.40463,152.17724
Burma (Myanmar),12.74034,10.48798,15.60241,15.68731,20.68387,20.75072,23.79111,21.95458,22.06018,18.77626,21.15598,20.82722
Cambodia,0,0,0,0,0,0,0,0,0,0.6,0.081,0.0005
China,3377.52732,3434.63486,3534.86154,3572.90599,3674.7525,3809.01563,3884.34579,3956.03877,4036.66601,4067.54429,4362.65795,4346.98288
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0.01,0.03
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,0,0,0,0,0,0,0,0,0,0,0.1,0.1
India,772.95094,784.63081,815.86516,818.3335,846.60083,824.06137,853.30561,852.64382,874.9688,873.59378,965.30151,995.80532
Indonesia,1530.27842,1433.58079,1340.03153,1245.31816,1183.37849,1149.52588,1102.21198,1041.53492,1065.41564,1053.15139,1038.71063,1015.48049
Japan,112.19908,121.0593,120.17484,116.56882,123.39171,128.45471,131.5628,132.44415,125.27161,137.62415,142.47224,136.25701
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0.66887,0.14011,0.14138,0.13847,0.14097,0.12071,0.09299,0.11803,0.12329,0.09011,0.0872,0.0872
Korea South,14.01131,14.78219,21.91326,14.58882,16.91784,17.24807,28.01536,30.03316,33.6573,54.65003,58.47474,59.78946
Laos,0,0,0,0,0,0,0,0,0,0,0,0
Macau,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,771.03155,751.13964,794.9174,841.68182,861.81005,752.77448,732.81629,704.5962,730.63165,693.87487,683.07062,625.97615
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0.179,0.202,0.381,0.501,0.589,0.55,1.032,2.329,3.208,5.123,5.976,6.9833
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,47.67982,43.94188,40.99065,31.8152,27.93972,27.77375,25.66901,47.59725,65.27087,61.02682,60.77085,52.17398
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,56.76279,63.37444,67.93074,64.33019,66.5916,68.12617,69.25662,68.68692,62.60389,59.84647,67.32025,68.33415
Papua New Guinea,70.0853,67.52336,55.15342,50.49315,45.60142,40.30436,44.64739,42.20439,38.18912,34.9878,30.51382,30.15766
Philippines,-0.42457,7.83791,10.43273,14.09612,24.30695,25.77116,26.28724,25.3893,27.21825,28.89836,38.59354,31.89218
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,13.09457,14.95604,8.29042,9.70066,9.83605,8.57323,9.96656,11.60831,23.54809,20.57914,20.16743,20.16743
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,-0.44087,-0.47399,-0.5264,-0.55094,-0.50835,-0.55377,-0.42425,-0.63651,-0.60441,-0.61835,-0.54346,-0.54346
Taiwan,-6.37495,3.6058,8.36396,7.89501,10.5974,15.71861,20.70844,26.28283,16.13537,28.49159,20.73157,21.68157
Thailand,181.8532,191.79247,206.42177,261.06521,258.60968,309.53037,340.24412,373.42953,406.95249,428.67942,430.25833,448.78955
Timor-Leste (East Timor),--,--,--,0,51.90984,94.42466,100.90137,78.48327,100.00753,96.26596,87.49863,83.74247
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,316,356.79943,339.59452,352.50685,403.28689,394.33335,363.43691,333.66301,309.64726,339.76078,332.2511,323.59631
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
