Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Iceland,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,41.88359,28.78173,29.59397,23.767,30.19433,20.20018,17.94002,16.13896,15.46797,13.80817,13.66691,12.25431
Italy,587.3944,538.27123,516.41125,490.34878,457.71772,426.28737,387.72339,342.76739,326.84033,282.97909,296.85789,298.37644
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0.03532
Macedonia,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,--,--,--,--,--,--,0,0,0,0,0,0
Netherlands,2559.17211,2746.97728,2676.02944,2574.32224,3035.25362,2772.58065,2729.67293,2686.94178,2957.31342,2785.50594,3130.74538,2850.83869
Norway,1867.4572,1945.8565,2412.36765,2703.36325,2948.44935,3072.405,3093.594,3167.7555,3503.248,3663.93125,3755.75025,3579.74029
Poland,184.48556,192.89053,196.06888,198.68219,209.73579,213.90296,211.71343,213.3026,203.06125,207.01653,214.67989,220.61281
Portugal,0,0,0,0,0,0,0,0,0,0,0,0
Romania,480.284,505.0045,469.6895,434.3745,416.717,413.1855,449.2068,432.2556,403.2973,383.5209,373.98585,374.69215
Serbia,--,--,--,--,--,--,7.063,3.5315,3.5315,6.70985,12.36025,18.3638
Slovakia,6.1095,6.92174,6.25076,6.95706,5.82698,5.19131,6.85111,4.52032,3.60213,3.63745,3.67276,4.27312
Slovenia,0,0,0,0.17658,0.17658,0.17658,0.14126,0.10595,0.10595,0.10595,0.24721,0.07063
Spain,5.72103,18.22254,18.04597,7.59273,11.97179,5.57977,2.43674,0.63567,0.60036,0.49441,2.01295,1.83638
Sweden,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0.28252
Turkey,22.56629,11.01828,13.34907,19.7764,24.29672,31.67756,31.96008,31.5363,35.91536,24.15546,24.08483,26.87472
United Kingdom,3825.67395,3689.35805,3658.28085,3632.14775,3425.555,3117.96135,2818.8433,2553.2745,2468.5185,2087.1165,1988.2345,1546.0907
Armenia,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,199.8829,202.0018,181.87225,181.16595,176.92815,205.5333,240.8483,380.4485,591.49094,576.588,588.91294,577.32962
Belarus,7.09832,7.063,6.70985,5.6504,6.3567,6.07418,6.00355,5.6504,5.36788,5.29725,7.7693,7.7693
Estonia,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,2.1189,2.1189,0.4591,0.7063,0.7063,0.52973,0.35315,0.35315,0.35315,0.35315,0.35315,0.22072
Kazakhstan,314.3035,355.9752,462.6265,254.12674,316.74024,336.09286,341.31948,345.76917,398.106,388.465,306.78141,400.82525
Kyrgyzstan,0.4591,0.56504,0.35315,0.95351,1.02414,1.05945,0.91819,0.6498,1.05945,0.54385,0.44144,0.35315
Latvia,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0,0,0,0
Russia,19334.9625,19221.9545,19684.581,20507.4205,20991.236,21224.315,21736.3825,21595.1225,21515,19303,21536,22213.23353
Tajikistan,1.4126,1.76575,0.7063,1.4126,1.37729,1.44792,1.27134,0.7063,1.05945,1.34197,1.44792,0.67099
Turkmenistan,1642.1475,1702.183,1889.3525,2087.1165,2068.39955,2224.845,2231.908,2432.4972,2489.7075,1347.26725,1599.7695,2337.853
Ukraine,635.67,642.733,649.796,688.6425,678.048,685.111,688.6425,688.6425,699.237,715.4819,683.6984,699.237
Uzbekistan,1991.766,2228.3765,2037.6755,2029.94152,2113.9559,2107.95235,2215.6631,2302.14954,2387.294,2168.62352,2122.81997,2226.2576
Bahrain,302.64955,314.3035,334.0799,339.7303,344.32125,378.22365,400.11895,416.0107,438.25915,440.7312,450.97255,445.6753
Iran,2127.3756,2330.79,2648.625,2860.515,2962.9285,3655.1025,3835.56215,3951.7485,4107.1345,4986.37206,5161.28725,5360.817
Iraq,111.24225,97.4694,83.3434,38.8465,61.80125,51.20675,63.567,51.5599,66.3922,40.54162,45.9095,31.0772
Israel,0.35315,0.35315,0.35315,0.7063,27.5457,26.1331,34.25555,40.2591,50.8536,41.6717,54.73825,150.83037
Jordan,10.24135,10.24135,10.94765,10.94765,10.94765,9.8882,11.3008,8.82875,7.41615,7.7693,7.7693,8.12245
Kuwait,339.024,300.1775,282.52,321.3665,342.5555,434.3745,438.25915,425.8989,448.5005,371.47849,414.3509,477.9179
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,321.71965,493.35055,529.725,557.977,607.418,698.88385,837.31865,848.9726,849.53764,874.57598,957.0365,936.5538
Palestinian Territories,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,1027.6665,953.505,1041.7925,1108.891,1383.28855,1617.427,1790.4705,2231.908,2718.58402,3153.6295,4165.6879,5198.34949
Saudi Arabia,1759.04015,1896.06235,2002.3605,2121.0189,2319.4892,2515.8406,2594.2399,2628.1423,2840.7386,2770.46175,3095.7129,3258.1619
Syria,215.4215,197.41085,240.142,241.90775,250.7365,215.4215,220.71875,211.89,208.3585,229.90065,315.7161,277.92905
United Arab Emirates,1355.3897,1389.9984,1532.31785,1581.75885,1634.73135,1659.45185,1723.01885,1777.7571,1774.2256,1723.93704,1810.9532,1847.25702
Yemen,0,0,0,0,0,0,0,0,0,27.5457,220.3656,339.7303
Algeria,2939.6206,2787.0598,2798.71375,2849.9205,2830.49725,3151.33403,3079.468,2995.66551,3054.92408,2875.55919,2988.00215,2922.91661
Angola,20.12955,18.71695,21.8953,22.95475,26.48625,22.95475,24.0142,29.31145,24.0142,24.36735,25.92121,26.55688
Benin,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0.7063,0.7063,0.7063,0.7063,7.41615,5.29725
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),0,0,0,0,4.2378,6.00355,6.3567,10.24135,13.06655,18.71695,32.84295,40.61225
Congo (Kinshasa),0,0,0,0,0,0,0.14126,0.31783,0.31783,0.31783,0.31783,0.31783
Cote dIvoire (IvoryCoast),47.67525,47.67525,47.3221,47.3221,45.9095,45.9095,45.9095,52.9725,56.504,56.504,52.9725,52.9725
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,646.2645,866.98325,882.875,1058.39055,1149.8564,1500.8875,1596.238,1642.1475,2082.52555,2213.89735,2165.86895,2163.3969
Equatorial Guinea,1.05945,1.05945,44.85005,45.9095,3.5315,45.9095,45.9095,103.1198,210.12425,221.42505,230.9601,242.9672
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,2.8252,2.8252,3.17835,3.17835,3.5315,3.5315,3.5315,2.8252,2.8252,2.8252,2.8252,2.47205
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,211.89,218.2467,219.30615,194.2325,284.6389,399.0595,465.98143,539.6132,561.5085,561.54382,593.78641,277.39932
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,2.1189,1.27134,2.1189,2.1189,2.1189,2.1189
Mozambique,2.1189,2.1189,2.1189,2.8252,2.8252,7.063,58.26975,93.2316,103.8261,94.6442,110.1828,134.9033
Namibia,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,440.0249,526.1935,501.473,716.8945,769.867,791.056,1006.4775,1147.7375,1159.21487,911.98685,1023.78185,1107.4784
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,0.7063,0.7063
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,58.26975,74.1615,81.2245,80.5182,78.75245,77.693,102.4135,54.03195,48.0284,37.4339,34.25555,45.2032
Sudan and South Sudan,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,4.2,14.4,17.8,18.71695,19.7764,23.23727,27.5457,30.3709
Togo,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,66.3922,79.45875,75.92725,80.87135,84.756,88.2875,88.2875,55.7977,48.38155,63.92015,71.68945,68.15795
Uganda,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,8.12245,1.76575,1.76575,0.7063,0.7063,0.7063,0.7063,1.4126,1.76575,1.05945,4.9441,4.9441
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1159.00299,1185.20672,1234.96555,1274.48304,1309.30363,1439.58066,1509.32779,1354.15368,1405.11322,1574.51928,1732.73048,1809.68186
Bangladesh,342.5555,363.7445,391.9965,429.07725,462.6265,494.41,541.0258,574.57505,632.1385,692.174,703.12165,710.18465
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,349.26535,365.51025,383.16775,402.591,406.1225,406.1225,487.347,474.98675,473.221,399.0595,416.717,439.3186
Burma (Myanmar),120.42415,247.205,296.646,339.024,360.213,459.095,444.969,477.4588,437.906,407.5351,425.54575,420.60165
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0
China,962.33375,1070.39765,1152.6816,1211.3045,1439.4394,1762.9248,2066.56317,2446.27005,2685.3526,2975.00623,3334.08915,3628.65157
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0
India,794.5875,851.0915,925.253,964.0995,995.883,1055.9185,1087.702,1108.1847,1137.143,1436.96735,1848.3871,1681.7003
Indonesia,2236.8521,1887.9399,2063.1023,2189.53,2028.4936,2000.59475,2199.06505,2422.25585,2472.05,2556.806,2841.4449,2692.76875
Japan,205.21547,193.20837,218.67048,184.8034,200.87172,172.93756,179.22363,189.18246,184.94466,176.08059,170.81866,173.5026
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,0,0,0,0,0,17.37498,15.46797,15.2914,15.60923,26.52157,33.54925,35.80941
Laos,0,0,0,0,0,0,0,0,0,0,0,0
Macau,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1599.7695,1686.6444,1705.7145,1836.38,1899.947,1967.0455,1972.6959,2104.42085,2150.6835,2133.026,2170.81305,2179.99495
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,214.36205,226.33384,215.06835,163.96755,150.4419,141.15406,144.93276,155.35069,150.901,158.59966,170.64208,153.9734
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,855.68245,774.45795,808.7135,889.938,967.631,1087.702,1275.5778,1299.592,1341.97,1367.04365,1399.53345,1382.58225
Papua New Guinea,3.88465,3.88465,3.88465,4.9441,4.9441,3.5315,4.9441,4.80284,4.59095,3.5315,3.88465,3.5315
Philippines,0.35315,7.063,70.63,102.4135,102.4135,102.4135,77.693,102.4135,103.8261,111.24225,102.76665,102.4135
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,31.43035,30.01775,32.84295,29.31145,30.01775,28.252,15.18545,13.4197,10.94765,10.94765,9.1819,10.24135
Thailand,657.5653,659.33105,705.5937,768.4544,789.6434,836.9655,858.8608,918.19,1015.6594,1090.5272,1280.87505,1306.30185
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,40.61225,45.9095,79.8119,95.3505,105.945,141.26,201.2955,208.3585,246.4987,250.38335,289.93615,272.27865
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
