Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Senegal,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,5.294,7.247,7.873,8.294,9.818,11.079,10.624,11.348,10.572,12.295,12.193,11.89
Sudan and South Sudan,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,0.62,0.639,0.799,0.8,0.697,0.872,0.76,0.856,0.77,0.756,0.597,0.564
Tanzania,0.047,0.066,0.079,0.095,0.113,0.072,0.169,0.123,0.052,0.052,0.05,NA
Togo,0.425,0.4,0.5,0.341,0.489,0.511,0.505,0.514,0.666,0.687,0.71,NA
Tunisia,0.001,0.01,0,0,0,0.139,0.142,0.122,0.122,0.122,0.019,NA
Uganda,0.001,0,0,0,0,0.023,0.047,0.058,0.041,0.025,0.029,0.029
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0.103,0.151,0.403,0.465,0.187,0.275,0.264,0.01,0.033,0.023
Zimbabwe,5.095,4.066,4.01,3.185,2.04,3.013,4.793,4.793,6.304,5.951,5.338,NA
Afghanistan,0.1,0.1,0.1,0.1,0.1,0.105,0.432,0.609,0.752,1.155,1.572,NA
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0.02,0.016,0.024,0.018,0.021,0.034,0.011,0.007,0.016,0.02,0.02,NA
Brunei,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0.002,0.007,0.013,0.018,0.029,0.054,0.103,0.276,0.725,1.357,NA
China,1.546,1.8,2.3,2.975,3.4,5.011,5.389,4.251,3.842,6.006,5.545,6.562
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,10.204,10.4,10.182,10.397,9.837,11.001,10.897,10.959,11.297,11.59,11.046,11.339
India,1.54,1.5,1.52,1.748,1.735,1.763,2.957,5.23,5.899,5.359,5.61,5.7
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,0,0,0,0,0,0,0,0,0,0,0,0
Laos,0.1,0.182,0.201,0.229,0.278,0.326,0.325,0.467,0.515,0.819,1,NA
Macau,0.1,0.193,0.19,0.18,0.151,0.341,0.965,1.683,2.3109,2.2267,2.787,NA
Malaysia,0.001,0.002,0.004,0,0.098,0.002,0.004,0.003,0.105,0.014,0,NA
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0.181,0.196,0.165,0.171,0.171,0.176,0.242,0.208,0.198,0.157,0.263,NA
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0.227,0.12,0.245,0.15,0.241,0.266,0.329,0.425,0.356,0.639,0.694,NA
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,0,0,0,0.118,0.115,0.238,0.36,1.396,0.548,0.542,NA
Thailand,0.3,0.35,0.6,2.479,3.388,4.419,5.159,4.491,2.785,2.439,7.287,10.774
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0,0.383,0.966,2.63,3.22,4.102,5.599,NA
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
