Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Bulgaria,38.83396,43.0091,35.21822,33.63614,42.13656,50.5346,76.5666,75.84255,78.18274,65.38688,73.74488,73.74488
Croatia,40.37956,37.61419,37.44559,40.20666,40.93005,41.04219,41.11263,45.1443,38.13989,41.90088,42.30581,42.30581
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,20.06462,24.64789,26.71077,23.77178,19.64126,26.18764,25.55425,22.24025,24.05582,25.06027,35.71668,35.71668
Denmark,93.30522,79.27085,77.27682,81.25008,82.3479,80.9737,93.162,95.00636,93.74306,100.13121,104.39153,104.39153
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0
Finland,93.03585,101.55789,115.8471,119.68288,118.32273,108.69855,118.13233,132.95679,126.02262,136.63121,144.38775,144.38775
Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,0.53,0.70674,0.70674,0.624,3.83046,3.95482,--,--,--,--,--,--
Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--
France,395.02363,399.13337,385.15811,450.66277,499.75593,584.69959,558.14866,551.40578,449.38727,493.31307,464.26197,464.26197
Germany,392.24943,388.58633,391.67929,394.77066,496.41404,549.25123,568.9723,585.47844,442.22336,467.29619,376.55304,376.55304
Germany East,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0
Greece,90.58801,85.44545,84.14014,104.47121,102.81675,106.58981,126.54808,131.91066,119.59803,161.436,183.07507,183.07507
Hungary,40.43093,48.43548,54.41523,53.79679,55.32691,59.28186,56.69521,59.56786,36.41885,49.45778,59.10551,59.10551
Iceland,0,0,0,0,0,0.86082,2.97466,1.55693,1.91536,1.20904,1.42038,1.42038
Ireland,24.62746,24.96321,26.6014,28.62203,23.35896,29.77556,23.93679,22.7063,21.80352,17.47951,26.12326,26.12326
Italy,429.64697,451.03022,447.17636,470.91137,501.26631,585.31458,533.70395,624.29019,485.40801,563.5977,627.97419,627.97419
Luxembourg,0.36454,0.63441,0.22932,0.21112,0.28301,0.28153,0.168,0.12712,0.06339,0.68625,0.05222,0.05222
Macedonia,4.37623,4.93274,4.48005,4.96477,4.13402,6.76836,7.40951,5.3106,7.70641,7.39975,6.75038,6.75038
Malta,0,0,0,0,0,0,0,0,0,0.18395,0.32701,0.32701
Montenegro,--,--,--,--,--,--,--,0,0,0,0.36934,0.36934
Netherlands,1367.49749,1416.79789,1408.07238,1417.46488,1521.63735,1615.38334,1804.82975,1564.5951,1285.74989,1920.87247,2138.17433,2138.17433
Norway,199.20587,196.01433,193.55751,350.82704,335.95262,375.68737,403.28904,402.04666,331.01443,412.60395,349.62718,349.62718
Poland,36.62101,44.03633,45.31959,39.32463,48.1938,53.13773,59.82047,61.50364,42.06372,45.85805,68.96586,68.96586
Portugal,29.33093,29.72479,29.90962,36.54315,43.06973,50.48948,71.72285,53.262,39.93322,49.65175,61.01447,61.01447
Romania,59.55243,66.00449,94.03153,64.18011,92.50585,125.22562,115.61301,95.49751,107.31079,90.30304,75.48356,75.48356
Serbia,--,--,--,--,--,--,1.3823,4.81475,3.98126,7.10978,7.57622,7.57622
Slovakia,58.29098,66.9709,68.2989,68.9057,75.28516,71.3234,73.29151,78.88068,70.73022,78.63827,70.52425,70.52425
Slovenia,5.4076,3.51488,2.60378,1.91104,2.25577,4.5351,8.45025,8.95836,11.5023,10.13151,14.21071,14.21071
Spain,162.21694,137.98811,134.02997,150.58066,175.16719,181.80101,213.35619,226.89619,152.92738,240.68677,249.46701,249.46701
Sweden,206.2903,192.76397,182.85036,206.19074,225.87134,208.78729,222.15964,206.58507,231.07839,250.59863,261.70753,261.70753
Switzerland,12.13361,10.58164,11.71315,12.30595,11.35967,9.37014,10.47479,10.31285,11.43694,9.85123,7.58493,7.58493
Turkey,27.46921,48.15342,66.27852,94.30595,112.55587,114.62389,135.12244,125.64011,128.59352,101.24956,107.78164,107.78164
United Kingdom,441.99992,412.94025,517.22079,520.61277,635.31691,630.31501,614.87047,628.15279,486.14981,673.75323,679.68277,679.68277
Armenia,0,0,0,0,0,0,0,0,0,0.01086,0.03178,0.03178
Azerbaijan,43.57869,39.81948,35.35734,38.54836,35.04243,39.76674,63.7629,54.44668,63.946,50.28978,53.43701,53.43701
Belarus,62.66757,55.00321,71.92107,184.53323,229.34172,231.32951,279.01995,293.47575,301.97066,304.25595,224.18932,224.18932
Estonia,0.32724,0.01918,0.01918,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,0.16964,0.69186,1.05693,0.87523,0.98896,0.99167,0.44493,0.44493,0,0,0,0
Kazakhstan,19.80626,39.69636,42.40526,41.54027,73.71951,89.33696,76.74707,88.66616,92.87617,132.09493,149.79452,149.79452
Kyrgyzstan,0.12615,0.45436,0.39742,2.97647,3.22063,2.53436,1.89016,2.04225,5.902,2.97647,2.43332,2.43332
Latvia,0.64363,0.01918,0.03962,0.40121,6.76546,10.06644,5.87326,3.45693,3.1263,6.14901,6.14575,6.14575
Lithuania,49.77486,73.82573,61.87132,108.29348,141.22117,144.13638,134.92953,74.51271,149.94825,140.94814,155.00723,155.00723
Moldova,0,0,0,0.03178,0.03169,0.05003,0.03649,0.74093,0.11041,0.26937,0.24008,0.24008
Russia,1067.00385,1134.81041,1287.52986,1342.80384,1413.07642,1575.45016,1738.32852,1871.13778,1923.9247,2007.99795,2229.99764,2229.99764
Tajikistan,0.26951,0.27025,0.24773,0.24773,0.24705,0.24773,0.27025,0.40537,0.22521,0.42789,0.42789,0.42789
Turkmenistan,76.61071,52.07178,60.47145,60.42019,59.02085,61.42364,73.20364,57.42508,74.42712,66.21244,64.35532,64.35532
Ukraine,39.61937,108.11822,92.76847,194.06518,206.22008,188.7314,94.19063,93.99696,76.14085,51.87205,80.97984,80.97984
Uzbekistan,8.13631,17.4771,9.34844,8.8751,6.94128,7.13082,6.10449,2.07773,5.48811,5.66293,4.96805,4.96805
Bahrain,255.27913,238.04584,240.45414,232.02633,235.53008,238.92452,236.19589,239.89573,212.94397,217.97063,223.36888,223.36888
Iran,322,253.97315,227.58501,275.33414,280.43932,293.60564,318.11326,283.23825,246.45079,318.37784,330.79833,330.79833
Iraq,41.23077,93.39962,65.95153,68,24.49279,22.57101,28.55589,0,0,0,3.83178,3.83178
Israel,66.57896,56.70671,59.73854,63.3505,75.97653,82.91132,69.58249,86.01132,71.10233,78.16698,83.69844,83.69844
Jordan,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,618.76607,627.28493,621.9554,709.46515,720.9268,713.58679,754.35203,777.16923,717.65995,634.90326,656.07016,656.07016
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,27.37645,29,10.87397,12.85781,12.92464,13.67332,11.93989,8.32707,19.67644,42.23353,47.71181,47.71181
Palestinian Territories,0,0,0,0,0.28614,0.34745,0.51096,0,0.00192,0.00384,0.51479,0.51479
Qatar,92.33003,81.21129,78.10921,103.21132,92.77396,92.51858,60.64786,62.67121,53.23485,54.76268,210.03871,210.03871
Saudi Arabia,1254.5368,1104.77071,1153.50049,1416.63597,1410.5771,1483.67953,1418.0937,1281.34953,1370.3689,1465.50323,1470.79477,1470.79477
Syria,27.91317,33.03745,32.52814,28.83581,25.10639,17.10819,16.73277,12.98986,14.53712,39.75838,36.20611,36.20611
United Arab Emirates,490.5,504.80282,502.35915,512.87679,368.34342,387.53348,466.30315,438.5497,452.39975,343.16677,382.31767,382.31767
Yemen,32.97869,36.33,25.81573,63.16293,14.39563,14.58219,20.35079,21.69005,18.13748,18.05605,14.32934,14.32934
Algeria,523.51265,945.47066,496.62159,506.16737,444.77115,413.8066,414.60238,434.47896,446.49584,434.15786,471.8757,471.8757
Angola,12.14077,12.48444,10.0343,11.58362,9.78623,10.3851,13.89896,31.40444,31.04712,28.44742,17.75397,17.75397
Benin,0.56,0.49997,0.48173,6.33699,8.98109,6.48416,8.77011,10.84233,11.40929,0,0,0
Botswana,0,0.10304,0.10304,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,14.08273,10.50427,6.99499,11.05252,15.70694,17.05901,19.21537,20.28671,17.46625,13.94304,13.36641,13.36641
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),3.47087,4.17721,3.85003,4.98132,5.34553,5.15145,6.66,7.80953,5.14553,6.73299,4.28795,4.28795
Congo (Kinshasa),0.09098,0.09123,0.09123,0.09123,0.09098,0.09123,0.09123,0.09123,0,0,0,0
Cote dIvoire (IvoryCoast),38.8926,51.05504,46.79586,35.02595,58.84705,47.73978,55.86019,48.80121,49.81195,46.39592,38.30249,38.30249
Djibouti,0.01913,0.01918,0.01918,0.01918,0.01913,0.01918,0.01918,0.01918,0.01918,0.01918,0.01918,0.01918
Egypt,85.67954,90.83444,122.31008,117.4089,115.04434,163.28447,102.82808,97.95173,91.6834,99.47545,90.05041,90.05041
Equatorial Guinea,0,0,0,0,0,0,0,0,25.66904,1.492,2.32,2.32
Eritrea,0,0,0,0,0.05459,0.05474,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,6.72393,4.01348,6.18184,5.32079,7.12536,6.62682,6.00427,6.53093,8.98537,5.35586,7.66978,7.66978
Gambia The,0.0415,0.02118,0.04162,0.04162,0.0415,0.04162,0.04162,0.04162,0.04162,0.04162,0.04162,0.04162
Ghana,5.9468,6.96145,5.95619,2.77348,8.04101,5.70896,4.84307,5.75156,7.2754,9.3291,9.97707,9.97707
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,4.82833,4.84156,7.54093,6.83219,8.5629,5.13679,7.27027,8.0609,1.06534,1.82962,1.26575,1.26575
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0.02331,0.02337,0.02337,0.02337,0.02331,0.02337,0.02337,0.02337,0,0,0.02337,0.02337
Libya,142.80989,148.38603,160.07562,105.0114,107.85273,104.45334,91.65789,88.00921,84.4937,119.64126,118.97537,118.97537
Madagascar,0.59918,0.36493,0.36493,0.36493,0.36393,0.48027,0.36493,0,0,0,0.36493,0.36493
Malawi,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,21.20022,23.76581,22.46564,17.3874,21.88552,24.35781,17.42115,25.08619,15.10312,16.75989,20.83463,20.83463
Mozambique,0,0,0,0,0,0,0,0,0,0,0.95342,0.95342
Namibia,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,25.24734,24.94885,0.74838,26.87361,45.12205,29.13148,10.10929,15.47178,14.09479,18.74778,18.74778
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1.98699,2.53386,1.46981,4.8951,3.88926,4.29838,5.6526,4.55022,7.04646,0.51981,0.56178,0.56178
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0.06115,0.08175,0.08175,0.08175,0.43112,0.4323,0.50241,0.49948,0.52285,0,0,0
Somalia,0,0,0,0,0,0,1.47547,1.10874,1.10874,0,0,0
South Africa,117.15536,108.35463,143.33781,201.40685,217.66755,263.99345,123.59252,47.93123,49.42781,168.35663,80.46438,80.46438
Sudan and South Sudan,14.44454,15.19203,12.98649,14.75696,16.70598,17.62671,35.84973,19.88981,14.94953,13.18047,10.86375,10.86375
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0.61295,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,1.54734,0,0,0,0,0,0
Tunisia,11.41197,11.25452,13.16471,13.26712,12.98579,14.32099,13.32789,16.20132,15.26795,16.15271,3.39063,3.39063
Uganda,0.09158,0.06847,0,0,0,0.11521,0,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0.12707,0.14825,0.14825,0.16896,0.1906,0.27532,0.36003,0.02118,0,0.25414,0.25414
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,122.46022,122.65148,111.07208,102.6394,80.84891,84.83362,82.97348,79.92737,58.58934,80.64718,70.80573,70.80573
Bangladesh,0,0.94586,0.94586,1.03595,1.10049,1.35123,2.61238,2.77003,2.92767,3.1185,3.288,3.288
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,0.02167,0.02173,0.02173,0,0.11557,0.04981,0,0,0,0,0,0
Burma (Myanmar),0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0
China,218.71114,258.02447,292.90186,337.09307,365.73574,454.57192,332.4463,388.61721,421.32619,611.1109,623.40592,623.40592
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,1.79805,2.2783,1.64077,2.43932,2.76118,2.55679,2.4546,1.85674,1.73926,0.69034,0.69156,0.69156
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,34.4673,27.16255,21.52959,22.77964,26.08621,37.69975,37.56052,22.66789,16.6249,14.89124,15.25249,15.25249
India,147.51593,213.47868,269.67019,325.23825,386.87186,450.71263,671.22441,825.63395,812.05285,1089.30726,1246.64825,1246.64825
Indonesia,212.91251,207.78956,196.9603,189.32537,204.88197,186.49671,138.35041,136.06701,142.39167,104.37553,100.57164,100.57164
Japan,89.90068,96.05332,84.32589,69.6989,94.83372,168.84304,179.35427,268.2757,361.78811,366.76397,349.88978,349.88978
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0.14557,0,0,0,0,0,0,0,0,0,0,0
Korea South,824.64869,805.5474,654.33323,568.60148,643.80413,716.89304,792.08559,798.63663,757.04732,913.26173,944.74989,944.74989
Laos,0,0,0,0,0,0,0,0,0,0,0,0
Macau,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,172.83986,214.58482,187.79553,189.88118,190.96255,176.4143,159.10288,203.92123,213.82227,142.86644,176.51373,176.51373
Maldives,1.51667,1.28184,1.41219,1.69463,1.51667,1.4991,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0.25044,0.25112,0.25112,0.25112,0.60571,0.35625,0.64532,0.64825,0.73,0.11685,0.11685,0.11685
New Zealand,4.73719,3.68668,4.90784,2.00775,1.22617,2.37003,1.74636,2.26132,3.29235,3.78441,2.47074,2.47074
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,6.91984,13.82805,14.412,19.78307,22.39107,28.05663,30.09425,29.84016,26.82607,31.81641,34.66137,34.66137
Papua New Guinea,0.32612,0.32701,0,0,0,0.30658,8.29352,8.02896,3.53573,3.53573,3.53573,3.53573
Philippines,37.37948,26.50025,31.90682,30.29101,34.90011,41.16386,36.71545,32.45511,29.118,9.01745,17.80474,17.80474
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,844.39822,880.17712,917.9204,977.30175,1073.37893,1200.1326,1285.16833,1374.31822,1579.68038,1064.32904,1144.55844,1144.55844
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,2.80738,1.84668,1.35123,0,0.69148,0.29195,0.96838,0,0,0,0,0
Taiwan,47.94456,95.65072,133.91883,208.88752,277.30293,318.86156,303.46526,362.21044,344.49825,389.66619,327.0714,327.0714
Thailand,104.89175,124.92085,136.37977,134.42664,155.96281,148.05419,144.37775,133.64641,191.62123,227.13967,220.52875,220.52875
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,0,0,13.07915,11.29868,0,5.72274,5.35485,19.33397,21.05493,36.69718,30.98816,30.98816
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
