Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Ecuador,,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,,0.66139,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0
Falkland Islands (Islas Malvinas),,0,0,0,0,0,0,0,0,0,0,0,0
French Guiana,,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,,237.32764,220.46227,429.73608,403.82074,469.15474,451.13195,472.29633,493.1741,497.67153,324.27796,541.66478,517.0171
Guyana,,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,,148.62464,135.70555,155.00702,185.93788,191.51558,201.72298,144.61223,141.77929,192.88244,189.32198,196.89486,259.51716
Jamaica,,58.4225,58.64296,97.0034,93.69647,102.51496,66.57961,35.27396,39.68321,52.56923,56.60369,59.52481,61.79557
Martinique,,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,,0,0,40.3005,40.78552,77.52556,70.36053,108.12572,72.3006,66.59063,74.72569,75.47526,75.47526
Panama,,66.13868,69.44562,49.60401,0,1.96211,1.96211,252.17577,246.41068,34.50235,69.02674,118.54256,87.44636
Paraguay,,0,0,0,0,0,0.33069,0.22046,0.36376,0.31967,0.18739,0.18739,1.23459
Peru,,980.9105,893.34399,1208.61827,1193.70399,1219.4099,1594.60361,1224.84429,1608.72422,1440.11468,1073.75047,1175.27335,1141.93945
Puerto Rico,,176.36982,170.85826,485.017,1521.18968,1433.00477,1466.07411,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,0.79366,1.59835,2.55736,1.92904,2.35895,3.04238,3.50535,4.29901,2.60145,3.00931,4.73994,2.84396
Venezuela,,198.98925,74.33988,27.09481,65.03637,212.29414,55.31398,173.14005,209.33995,212.88939,357.73311,328.48879,220.46227
Virgin Islands  U.S.,,283.29402,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,,0,0,0,0,0,0,0,0,0,0,0,0
Albania,,80.46873,93.69647,99.20802,99.20802,99.20802,84.87797,84.87797,84.87797,108.02651,238.09925,263.45241,48.5017
Austria,,6743.9409,7103.2944,7206.91167,7700.74716,7187.07006,7284.07346,6944.56157,6168.53437,5878.62648,4540.42049,5425.57651,5643.83416
Belgium,,13326.94434,12249.98614,10587.70061,9881.11903,9638.61053,8655.3488,8201.19651,7330.37054,7490.20569,5176.45414,5488.40826,4443.41709
Bosnia and Herzegovina,,8197.88958,8074.43071,8633.30257,9273.74547,9359.72575,9947.25771,10835.72066,10604.23528,12222.42835,12362.4219,12715.16153,13713.85562
Bulgaria,,32261.34656,34665.77424,31701.00863,35124.33576,33834.21259,32335.20142,33283.18919,37165.5298,36385.09336,33241.30136,35992.67051,45184.84494
Croatia,,899.78039,877.43984,1082.46976,1256.63495,1332.69443,1281.98811,1203.724,1294.11354,1330.48981,963.42013,1290.8066,1814.4045
Cyprus,,54.01326,71.65024,58.4225,58.4225,63.93406,58.4225,60.62712,55.11557,45.19477,24.25085,29.76241,19.8416
Czech Republic,,67044.78151,64751.97388,62490.03097,64165.54424,60413.27637,62148.31445,63511.8736,64250.42221,59851.09758,56206.85622,56885.88002,54510.39904
Denmark,,7364.54219,7748.14655,7651.14315,10541.40353,8126.23934,6974.32397,10148.98069,8751.24988,7573.98135,7500.12649,7185.96775,6113.4188
Faroe Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Finland,,6311.83484,7263.12955,7805.46674,10352.90829,9468.85458,5643.83416,8995.96301,8402.91949,6045.0755,6293.09555,8184.66184,6467.26075
Former Czechoslovakia,,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,45242.16513,45324.83848,47477.65257,50096.74436,50794.50745,46305.89559,--,--,--,--,--,--
Former Yugoslavia,,--,--,--,--,--,--,--,--,--,--,--,--
France,,24695.08139,20684.87266,22257.87097,23708.51272,22469.51475,23323.80606,21562.3125,22426.52461,21122.49027,18855.0358,20020.17891,17191.64796
Germany,,269814.8789,278151.7369,278407.2637,277307.3664,280407.066,270789.3993,270533.6631,281443.2386,267881.502,247866.8346,255957.8,256661.0746
Germany East,,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,72406.42396,75493.99808,76814.56709,78160.48926,78964.07424,77892.6276,71720.7863,73948.55755,71822.19894,72257.61193,64285.69618,66193.79714
Hungary,,16578.76285,16868.67073,15850.13504,16362.70982,14981.51369,12924.60069,13059.08268,13019.39947,12757.04936,11655.84032,11822.28933,12423.04902
Iceland,,163.14208,154.32359,160.93746,152.11897,171.96057,165.3467,147.70972,177.47213,155.4259,142.19817,149.91434,146.60741
Ireland,,3330.08262,3408.34672,3176.86134,3187.88445,3269.45549,3359.84502,3002.69614,2773.41538,2625.70566,2183.6788,2179.26956,2350.12782
Italy,,20480.94506,21904.02903,22747.29722,24754.6062,27794.78093,27497.15686,27796.98555,27974.45768,27203.94204,21057.4539,23370.10313,25264.97636
Kosovo,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6911.49222,6772.60099
Luxembourg,,190.69987,211.64378,126.76581,97.0034,141.09585,135.5843,163.14208,134.48199,136.68661,124.56118,124.56118,109.12882
Macedonia,,8660.86035,9353.11189,8092.06769,8305.91609,8291.58605,8151.5925,7464.85253,7561.85593,8368.74784,8159.30868,7557.44668,6599.53811
Malta,,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,,--,--,--,--,--,--,1585.12374,1283.09042,1903.69172,1032.86574,2060.21993,2060.21993
Netherlands,,14161.39404,14751.13061,14802.93925,15156.78119,14925.29581,14209.89574,13681.88859,14858.05482,14061.0837,13191.36004,13247.57792,13062.38961
Norway,,1757.08431,1543.2359,1329.3875,1289.70429,1515.67812,1268.76037,1165.14311,1315.05745,1404.34467,917.12305,1370.17302,1363.55915
Poland,,158488.0234,151770.1081,149948.7591,154154.9367,153518.903,150165.6719,154818.5281,149579.2422,148914.5485,140908.4611,147870.6596,152987.589
Portugal,,6730.71316,5685.72199,6271.04932,5921.61662,6086.96333,6041.76856,6030.74545,5231.56971,4585.61526,5158.81716,2981.75223,4076.34741
Romania,,35648.74937,38170.83776,38363.74225,41821.69298,40411.83675,40325.85647,45193.66343,44505.82114,44472.7518,38683.41254,35946.37343,41750.04274
Serbia,,--,--,--,--,--,--,47511.82422,47647.40852,49572.04415,50394.36842,49314.10329,53053.14342
Slovakia,,9896.55139,10122.52521,9693.7261,10227.24479,9845.84506,9290.28014,9555.93718,8824.00243,8992.65607,8567.16389,8415.04492,8288.27911
Slovenia,,5507.14755,5795.95313,6232.46843,5962.40214,5993.26686,5788.23695,5827.92016,5857.68256,5772.80459,5480.69208,5461.95279,5544.62614
Spain,,49721.95849,45634.58797,50532.15734,46675.1699,49592.98807,48350.68316,42539.29768,46144.95813,28553.17115,21487.35533,15929.50146,25481.02939
Sweden,,3538.41946,3966.11627,4003.59486,3728.01702,4117.13293,3703.76617,3836.04353,3831.63429,3310.24101,2519.88377,3401.73286,3464.5646
Switzerland,,227.07614,243.61081,224.87152,231.48539,221.56458,261.24779,271.16859,318.56798,287.70326,267.86166,271.16859,278.88477
Turkey,,88845.19327,80291.25712,73237.56673,71061.6041,71420.95761,85232.91894,92449.75141,108917.1808,108836.7121,108913.8739,105732.6033,112496.3858
United Kingdom,,65627.2091,69529.39131,64327.58401,69491.91273,67307.13161,68261.73325,74440.18842,69668.28254,64501.7492,53273.60569,55392.24813,54890.69646
Armenia,,143.30048,154.32359,132.27736,121.25425,110.23114,88.18491,77.18384,110.23114,66.13868,66.13868,55.11557,66.13868
Azerbaijan,,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,,650.3637,575.40653,458.56153,415.57138,357.14888,271.16859,235.89463,180.77906,168.65364,159.83515,165.3467,144.40279
Estonia,,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,29.76241,25.35316,25.35316,54.01326,15.43236,19.8416,17.63698,52.91095,131.17505,249.12237,124.56118,98.10571
Kazakhstan,,49238.04381,52736.78006,54317.49455,59202.9385,69144.68465,71368.04666,76565.44472,81095.94441,87042.91419,80357.3958,86714.42541,92076.06786
Kyrgyzstan,,1288.60198,874.13291,1369.07071,1612.68152,1585.12374,1477.09722,1381.19613,1122.15296,1100.10674,1141.99457,1263.24882,1553.15671
Latvia,,119.04963,152.11897,123.45887,117.94732,112.43576,139.99354,149.91434,182.98369,184.086,148.81203,187.39293,304.23794
Lithuania,,158.73284,143.30048,246.91774,314.15874,306.44256,336.20496,466.27771,445.22356,375.66771,277.34154,354.94426,406.75289
Moldova,,210.54147,165.3467,176.36982,249.12237,207.23454,186.29062,213.8484,144.40279,218.25765,199.51836,205.02991,169.75595
Russia,,252511.9747,230629.9919,240234.4308,243426.7245,235114.1945,233491.5922,240254.2724,230401.8134,249795.8795,243601.992,248728.8421,256690.8371
Tajikistan,,33.06934,35.27396,48.5017,61.72944,111.33345,116.845,123.45887,209.43916,229.28076,238.09925,240.30388,225.97383
Turkmenistan,,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,,72349.10377,70000.07826,70665.87433,77432.96376,69248.30192,70633.9073,76103.57626,76964.48143,78009.4726,64502.85151,70866.49499,73401.81112
Uzbekistan,,3839.35047,3955.09316,3949.5816,3040.17473,3563.77263,3433.69988,3681.71994,3892.26141,3877.93136,4207.52246,3776.51872,3227.56766
Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0
Iran,,2343.51395,1814.4045,2035.96908,2283.98914,2203.52041,2716.09519,2714.99288,2871.52109,2669.79811,1948.88648,2367.7648,2579.40858
Iraq,,0,0,0,0,0,0,0,0,0,0,0,0
Israel,,11674.24892,12661.69943,13743.5078,13961.10406,14028.67575,13364.42292,14320.5678,14654.12721,14263.90899,13059.08268,13569.45284,13908.96473
Jordan,,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,374.78586,318.56798
Oman,,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territories,,3.30693,2.20462,4.40925,0,0,0,0,0,0,0,0,0
Qatar,,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,,0,0,0,0,0,0,0,0,0,0,0,0
Syria,,4.40925,4.40925,3.30693,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925
United Arab Emirates,,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,,856.49593,910.50918,1129.86914,1212.5425,1276.47655,1119.94834,1073.65126,1236.79335,1235.69103,685.63767,552.25799,552.25799
Angola,,0,0,0,0,0,0,0,0,0,0,0,0
Benin,,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,,1146.40381,1051.60504,1078.06051,935.86234,1027.35419,1104.51598,1079.16282,929.24848,1007.51258,817.91503,1092.39056,813.50578
Burkina Faso,,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,,1.10231,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,,0,0,0,0,0,0,0,0,0,0,0,0
Chad,,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),,256.83855,251.32699,259.04317,274.47553,292.11251,310.8518,326.28416,347.22808,368.17199,378.0928,405.65058,397.9344
Cote dIvoire (IvoryCoast),,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,1515.67812,1295.21585,1420.87934,1472.68798,1502.45038,1468.27873,1435.20939,1404.34467,1373.47995,1350.33142,1316.15976,1316.15976
Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,,0,0,0,0,0,0,0,0,0,0,0,0
Gambia The,,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,72.75255,72.75255,109.12882,101.41265,119.04963,98.10571,132.27736,121.25425,120.15194,104.71958,110.23114,106.9242
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,,11.02311,11.02311,11.02311,11.02311,11.02311,18.80984,16.62396,11.24688,14.58578,15.93612,16.53467,16.53467
Malawi,,68.56377,51.56613,75.00126,70.61407,67.13076,65.25683,65.1466,67.46146,56.62573,52.91095,55.11557,55.11557
Mali,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,,279.3257,329.03994,345.02346,348.77131,318.34752,401.24133,534.62101,631.62441,718.70701,656.97757,736.34399,728.62781
Morocco,,4463.25869,5625.09487,5762.88379,5390.30255,5132.36169,5443.21349,5429.98576,5532.50071,4918.51329,4518.37426,4655.06087,5357.23321
Mozambique,,0,0,0,0,0,0,0,9.9208,11.02311,11.02311,11.02311,36.37627
Namibia,,3.30693,4.40925,0,8.81849,1.10231,22.04623,70.54793,84.87797,455.25459,212.74609,149.91434,149.91434
Niger,,174.38566,180.00745,201.61275,208.22662,255.51467,206.71865,187.2816,200.67799,198.39951,246.62894,248.09942,248.09942
Nigeria,,8.81849,3.30693,47.39939,25.35316,3.30693,8.81849,8.81849,8.81849,12.12542,8.81849,8.81849,8.81849
Reunion,,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,,0,0,0,0,139.99354,167.55133,184.086,236.99694,236.99694,279.98709,291.0102,393.52516
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,,175009.5653,177859.0402,170121.9167,185925.8704,198819.9559,193348.7194,196079.1446,201156.3908,216854.4068,211824.5601,209403.8844,201403.3085
Sudan and South Sudan,,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,,221.58674,225.65228,203.08709,180.52178,175.41213,116.75175,170.41734,177.40445,182.21207,141.5941,146.04523,146.04523
Tanzania,,87.0826,85.98029,87.0826,60.62712,71.65024,82.67335,88.18491,94.79878,101.41265,108.02651,115.74269,109.12882
Togo,,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,,128.97043,117.94732,100.31033,28.6601,0,0,0,0,0,0,0,0
Uganda,,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,141.09585,146.60741,151.01666,159.83515,119.04963,154.32359,63.93406,15.43236,1.10231,1.10231,1.10231,1.10231
Zimbabwe,,4489.71417,4362.94836,4161.22538,3707.0731,3558.26107,3791.95108,3600.1489,3632.11593,2811.99628,2978.44529,3227.56766,3131.66657
Afghanistan,,89.07778,28.6601,23.14854,38.5809,37.47859,36.37627,38.5809,267.86166,382.50204,551.15568,551.15568,551.15568
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,140919.4842,140991.1344,143245.3612,142749.3211,144656.3197,154785.4588,156856.7018,156529.3154,155547.1559,156551.3616,154549.5642,131173.9495
Bangladesh,,727.5255,771.61795,771.61795,771.61795,771.61795,817.91503,1042.78655,988.77329,1385.60538,1385.60538,1385.60538,2037.07139
Bhutan,,72.75255,60.18179,70.07063,45.98623,10.21732,40.67749,35.73693,32.9536,47.09956,23.66552,25.26939,25.26939
Brunei,,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),,639.34059,707.68389,541.23488,943.57852,514.7794,632.72672,807.99423,854.2913,737.4463,683.43304,756.18559,1559.77057
Cambodia,,0,0,0,0,0,0,0,0,0,34.17165,37.47859,47.39939
China,,1481866.923,1523838.53,1608370.379,1834610.637,2033364.319,2384804.329,2608471.02,2788086.042,2953216.693,3350858.982,3501779.737,3826868.994
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,,18.73929,16.53467,17.96768,18.18814,0.22046,0,0,0,0,0,0,0
French Polynesia,,0,0,0,0,0,0,0,0,0,0,0,0
Guam,,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,6678.34235,8854.81534,9606.75483,11754.57324,11785.31891,11932.57999,12562.55645,13515.92239,12505.85796,13593.45456,11381.35376,13810.72344
India,,396193.8512,411844.4678,419531.9873,432047.6304,481400.3146,504908.2067,539485.5094,587255.2745,640524.4709,674878.0045,662585.0282,721418.6924
Indonesia,,22437.54772,31299.02874,30874.63887,30125.06714,42717.87212,45436.17193,54554.49149,60170.76787,55205.95751,63807.29305,63773.12139,73720.3791
Japan,,168798.0408,173205.0816,179202.7577,185306.2557,203364.3204,196281.9699,198108.4999,207580.6614,203803.0403,181496.6677,206124.5081,192853.7816
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,,32708.88497,33756.08076,32151.11542,32896.2779,33645.84963,35505.44889,36421.46963,29712.8027,33164.13956,31899.78843,30805.19325,31321.07497
Korea South,,70980.03306,80024.49777,80566.83496,82267.70138,86017.76463,87911.53555,89636.65282,98225.86294,110522.1462,114149.8528,127413.9654,139480.9679
Laos,,261.7866,192.48671,298.46149,306.22639,434.14764,437.57462,468.15825,504.25343,516.10912,550.54401,537.51028,537.51028
Macau,,1.17396,1.13648,1.05381,1.51127,1.72512,1.34592,1.32608,1.46938,0,0,0,0
Malaysia,,3677.3107,5108.11084,6426.47523,8432.6819,9662.91098,11622.75554,12342.44361,16049.10996,16626.75638,18698.90332,25530.6334,26479.72348
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,,5744.14449,5719.89364,6100.19106,5776.11152,5824.61322,6032.95007,6524.58094,6682.21146,6613.86816,7188.17238,7177.14926,10144.57144
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,473.99388,542.33719,251.32699,320.77261,283.29402,455.25459,285.49864,361.55813,340.61421,354.94426,371.47893,371.47893
New Caledonia,,279.98709,285.49864,304.23794,345.02346,309.74949,286.60095,311.95411,268.96397,404.54827,278.88477,278.88477,278.88477
New Zealand,,2490.82133,2920.45931,2371.00449,3991.37243,4436.13522,4733.50355,4373.87337,3665.63501,4431.75574,3296.27803,2918.36932,3248.51158
Niue,,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,4457.74714,4860.09078,5390.30255,6684.41608,8701.64587,8503.22983,8701.64587,11145.47016,9250.59693,8971.71216,8507.63907,6900.46911
Papua New Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,,9551.52793,9958.28082,9283.66627,9809.46879,10514.94806,11028.62515,11229.24582,11542.30225,13161.59763,11275.5429,15086.23327,16483.96407
Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,,0.13558,0.60672,11.58199,14.62767,13.74472,4.40925,7.71618,13.22774,7.71618,6.61387,13.22774,12.12542
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,2.20462,1.10231,29.76241,105.82189,28.6601,103.61727,78.26411,76.05948,80.46873,111.33345,120.15194,156.52821
Taiwan,,51956.89478,53551.99112,59514.86836,63150.95261,64671.48641,66012.54739,69084.29011,72281.2995,69396.02817,66198.84352,70002.7161,73330.62716
Thailand,,24173.73992,27408.95542,27707.65865,27636.05361,30968.07519,32640.86795,33155.99128,35303.91992,38287.11507,36738.9353,39340.39011,41625.48156
Timor-Leste (East Timor),,--,--,--,0,0,0,0,0,0,0,0,0
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,,8606.8471,9889.93752,10858.8692,11464.03814,13519.84882,14904.35189,18554.1048,19829.47905,24992.70545,24662.01205,29696.26803,23930.0773
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0
