Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,19.77,21.351,23.45,23.45,25.887,25.887,25.88,18.77,18.77,18.77,15.4,14.416
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,142.5,146.8,147.585,148,148,151,151.395,152.38,166.26,170.92,175.97,178.86
Virgin Islands  U.S.,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0.1,0.1,0.1,0.1,0.1,0.1,0.03,0.03,0.03,0.03,0.03,0.03
Austria,0.915,0.915,0.915,0.844,0.53,0.53,0.53,0.57,0.57,0.57,0.57,0.57
Belgium,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2
Croatia,1.237,1.237,1.237,1.237,0.873,0.87,1,1.052,1.008,1.08,1.08,0.88
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Denmark,3.39,3.39,2.719,2.975,2.596,3.531,2.786,2.542,2.49,2.165,2.165,2.053
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0
Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,1.7,1.7,1.7,1.7,1.7,1.7,--,--,--,--,--,--
Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--
France,0.509,0.506,0.403,0.506,0.506,0.451,0.378,0.341,0.257,0.245,0.25,0.24
Germany,11.989,11.498,12.088,11.294,10.8,9.856,9.076,9,9,6.2,6.2,6.2
Germany East,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0.035,0.035,0.018,0.018,0.035,0.035,0.035,0.035,0.07,0.07,0.035,0.035
Hungary,2.871,2.871,1.282,1.21,1.21,1.21,1.21,0.286,0.286,0.286,0.286,0.286
Iceland,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0.7,0.7,0.7,0.7,0.7,0.7,0.35,0.35,0.35,0.35,0.35,0.35
Italy,8.072,8.072,8.072,8,8,8,8,5.8,3.325,3.325,2.466,2.245
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,--,--,--,--,--,--,0,0,0,0,0,0
Netherlands,62.542,62.542,62.542,62,62,62,62,50,50,50,50,49
Norway,41.389,44.037,44.037,77.3,74.8,73.624,84.26,82.32,79.13,81.68,81.68,72
Poland,5.119,5.119,5.119,5.829,5.829,5.82,5.82,5.82,5.82,5.82,5.82,5.82
Portugal,0,0,0,0,0,0,0,0,0,0,0,0
Romania,13.2,13.2,3.556,3.556,3.556,3.55,3.55,2.225,2.225,2.225,2.225,2.225
Serbia,--,--,--,--,--,--,1.7,1.7,1.7,1.7,1.7,1.7
Slovakia,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.5,0.5,0.5,0.5,0.5
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0.06,0.018,0.018,0.094,0.094,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Sweden,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,0.314,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.215,0.218
United Kingdom,26.663,26.839,25.956,24.6,22.2,20.8,18.75,17,14.55,12.11,10.312,9.04
Armenia,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,4.4,4.4,4.4,30,30,30,30,30,30,30,30,30
Belarus,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Estonia,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kazakhstan,65,65,65,65,65,65,65,100,100,85,85,85
Kyrgyzstan,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Latvia,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0,0,0,0
Russia,1700,1700,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
Tajikistan,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Turkmenistan,101,101,101,71,71,71,71,100,100,94,265,265
Ukraine,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39,39,39,39,39
Uzbekistan,66.2,66.2,66.2,66.2,66.2,66.2,66.2,65,65,65,65,65
Bahrain,3.875,3.875,3.249,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
Iran,812.3,812.3,812.3,812.3,940,940,971.15,974,948.2,991.6,1045.67,1045.67
Iraq,109.8,109.8,109.8,109.8,110,110,111.95,112,111.94,111.94,111.94,111.94
Israel,0.01,1.47,1.47,1.375,1.375,1.375,1.375,1.275,1.075,1.075,1.075,7
Jordan,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.213,0.213,0.213,0.213,0.213
Kuwait,52.7,52.7,52.7,52.7,55.5,55.5,56.015,55,56.015,63.36,63.5,63.5
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,28.416,29.28,29.28,29.28,29.28,29.28,29.28,30,30,30,30,30
Palestinian Territories,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,300,393.83,508.54,508.54,910,910,910.52,910.5,905.3,891.945,899.325,895.8
Saudi Arabia,204.5,213.8,219.5,224.7,231.1,235,241.84,240,253.107,258.47,263.5,275.7
Syria,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
United Arab Emirates,212,212.1,212.1,212.1,212.1,212.1,214.4,214.4,214.4,214.4,214.4,227.9
Yemen,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9
Algeria,159.7,159.7,159.7,159.7,160,160.5,160.505,161.74,159,159,159,159
Angola,1.62,1.62,1.62,1.62,1.62,1.62,1.62,2,9.53,9.53,9.6,10.94
Benin,0.043,0.043,0.043,0.043,0.043,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Botswana,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.77,4.77,4.77,4.77
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Congo (Kinshasa),0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Cote dIvoire (IvoryCoast),1.05,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,35.18,35.18,35.18,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,77.2
Equatorial Guinea,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Gabon,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1,1,1,1,1
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.8,0.8
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,46.4,46.4,46.4,46.4,46.4,52,52.65,52.65,50.1,54.38,54.362,54.68
Madagascar,0.07,0.07,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Malawi,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0.049,0.047,0.047,0.043,0.043,0.043,0.06,0.058,0.055,0.053,0.053,0.051
Mozambique,2,2,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Namibia,3,3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
Niger,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,124,124,124,124,159,176,184.66,181.9,183.99,184.16,185.28,186.88
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,2,2,2,2,2,2,2,2,2,2,2,2
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.35,0.35,0.35
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
South Africa,0.78,0.78,0.001,0.001,0.001,0.001,0.001,0.918,0.812,0.6,0.494,0.424
Sudan and South Sudan,3,3,3,3,3,3,3,3,3,3,3,3
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0.98,0.98,0.8,0.8,0.8,0.8,0.8,0.23,0.23,0.23,0.23,0.23
Togo,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.3,2.3,2.3,2.3,2.3
Uganda,0,0,0,0,0,0,0,0,0,0,0,0.5
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,3.53,3.53,3.53,3.53,3.53,3.53,1.75,1.75,1.75,1.75,1.75,1.75
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,44.638,44.638,90,90,90,29,27.64,30.37,30,30,110,110
Bangladesh,10.615,10.615,10.615,10.615,10.6,10.6,5,5,5,5,6.9,6.9
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8
Burma (Myanmar),10,10,10,10,10,10,10,10,10,10,10,10
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0
China,48.3,48.3,48.3,53.325,53.325,53.325,53.325,80,80,80,107,107
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0
India,22.884,22.849,22.865,26.943,30.14,32.525,38.88,37.96,37.96,37.96,37.96,37.928
Indonesia,72.268,72.268,92.5,92.5,90.3,90.3,97.786,97.78,93.9,106,106,106
Japan,1.414,1.414,1.414,1.4,1.4,1.4,1.4,1.4,0.738,0.738,0.738,0.738
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,0,0,0,0,0,0.106,0.106,0.106,0.106,0.071,0.071,0.035
Laos,0,0,0,0,0,0,0,0,0,0,0,0
Macau,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,81.7,81.7,75,75,75,75,75,75,83,83,83,83
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2.45,2.45,2.083,3.086,1.32,1.178,0.9,0.9,1.048,1.2,1.2,1.214
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,21.6,21.6,25.078,26.365,26.83,26.83,28.153,28,28,31.266,29.671,29.671
Papua New Guinea,5.442,7.9,12.23,12.23,12.2,12.2,12.2,12.2,8,8,8,8
Philippines,2.8,2.8,3.693,3.772,3.77,3.77,3.96,3.48,3.48,3.48,3.48,3.48
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,2.7,2.7,2.7,2.7,2.7,2.7,0.297,0.297,0.22,0.22,0.22,0.22
Thailand,12.529,11.764,12.705,13.341,13.34,13.34,14.754,14.75,11.697,11.198,12.079,11.026
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
