Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Haiti,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,61.4481,199.1766
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,139.1411,139.49425,187.8758,420.60165,492.2911,494.76315,573.86875,662.5094,613.0684,697.1181,685.46415,622.60345
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands  U.S.,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0.63567,14.51447,18.85821,36.33914,52.93719,34.07898,93.09034,98.10507,70.45343,134.16169,175.44492,128.15813
Belgium,0,0,0,0,0,0,0,0,25.10897,125.7214,113.99682,143.41422
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,10.94765,10.45324,12.07773,6.3567,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,0.03532,0,0.03532,1.80107,3.10772,3.00178,4.37906,14.19663,34.18492,39.23497,5.61509,5.89761
Denmark,107.3576,119.1175,116.18635,101.28342,144.7915,197.02239,184.94466,159.55317,194.79754,141.47189,124.83853,110.35938
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0
Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,0,0,0,0,0,0,--,--,--,--,--,--
Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--
France,27.08661,27.5457,27.19255,27.19255,27.19255,31.7835,31.7835,38.8465,35.315,29.6646,54.03195,22.95475
Germany,189.60624,235.69231,258.82364,271.25452,311.12515,346.86393,411.13723,431.61993,447.97078,399.23608,598.02421,621.68526
Germany East,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2.8252,0.14126,0,0,0,0,0.17658,0.74162,0.81225,3.03709,8.01651,20.02361
Iceland,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0
Italy,1.76575,2.18953,1.83638,13.45502,13.94943,13.98474,13.03124,2.40142,7.41615,4.41438,4.97942,4.37906
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,--,--,--,--,--,--,0,0,0,0,0,0
Netherlands,1462.67667,1750.07014,1855.06164,1699.03997,1891.4714,1843.08985,1930.3179,1965.91542,2179.57117,1963.93778,2102.37258,1972.41338
Norway,1727.25665,1783.05435,2222.37295,2481.2319,2666.2825,2885.2355,2974.2293,3011.6632,3380.3518,3433.3243,3561.51775,3418.492
Poland,1.44792,1.44792,1.48323,1.65981,1.65981,1.55386,1.62449,1.58918,1.37729,1.44792,1.62449,1.02414
Portugal,0,0,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,--,--,--,--,--,--,0,0,0,0,0,0
Slovakia,0,0,0,0.14126,0.03532,13.03124,20.12955,6.3567,6.56859,0.52973,0,0.10595
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,1.65981,36.33914,40.78883,59.96487
Sweden,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0,0,0,1.09477,15.36203,25.00302,22.91944,25.1796
United Kingdom,530.07815,457.32925,459.095,536.788,346.087,325.6043,360.213,367.276,406.1225,429.78355,552.67975,563.6274
Armenia,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,0,0,0,0,0,0,0,52.93719,167.53436,209.41795,238.55283,250.38335
Belarus,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,120.071,144.7915,226.016,240.142,247.205,267.65238,278.9885,286.0515,325.63962,349.6185,374.339,342.5555
Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0,0,0,0
Russia,6590.4853,6316.4409,6198.13565,6789.6619,7218.73915,7861.47215,8401.79165,8232.98595,8257.3533,7040.04525,7407.32125,8008.198
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,1380.8165,1363.159,1483.23,1532.671,1483.23,1596.238,1592.7065,1744.561,1712.7775,635.67,879.3435,1628.0215
Ukraine,0,0,0,0,0,0,74.1615,91.819,35.315,0,0,0
Uzbekistan,480.284,632.1385,395.528,360.213,342.5555,406.1225,446.73475,519.1305,529.725,536.788,508.536,423.78
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0
Iran,0,4.2378,23.66105,124.3088,125.7214,152.5608,200.94235,217.5404,145.14465,209.0648,297.3523,319.60075
Iraq,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,100.2946,269.45345,298.7649,332.31415,371.16065,375.0453,456.9761,464.66418,384.58035,407.5351,403.65045,385.99295
Palestinian Territories,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,495.8226,566.80575,649.44285,677.69485,852.5041,957.0365,1097.94335,1536.2025,2005.1857,2408.12985,3369.7573,4230.38385
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0
Syria,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,245.43925,250.0302,252.50225,251.08965,264.1562,252.1491,250.7365,269.1003,276.1633,247.55815,278.9885,267.33455
Yemen,0,0,0,0,0,0,0,0,0,14.8323,186.81635,308.6531
Algeria,2213.5442,2065.2212,2077.9346,2125.2567,2149.62405,2305.01005,2175.404,2061.33655,2077.58145,1860.04105,1963.514,1761.86535
Angola,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),0,0,0,0,0,0,0,0,0,0,0,0
Cote dIvoire (IvoryCoast),0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,12.36025,38.8465,292.76135,596.8235,560.41374,597.5298,646.9708,535.3754,371.16065
Equatorial Guinea,0,0,0,0,0,0,0,50.46867,157.5049,166.6868,175.1624,185.7569
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,28.252,27.89885,22.24845,26.48625,75.22095,193.17305,296.99915,351.7374,367.276,349.26535,344.32125,85.4623
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,38.49335,73.4552,85.81545,86.1686,97.4694,89.34695,107.3576,116.5395
Namibia,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,202.35495,306.88735,276.8696,416.36385,440.7312,425.1926,620.8377,773.3985,725.72325,564.3337,846.1474,916.7774
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0
Sudan and South Sudan,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,362.04938,344.10936,347.28771,357.63501,361.66092,490.31346,578.38907,688.35998,656.92963,740.09646,858.08387,958.48442
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,310.41885,317.835,324.1917,341.49605,335.4925,323.13225,346.44015,330.15994,324.898,311.12515,311.83145,332.6673
Burma (Myanmar),54.73825,177.9876,218.953,250.38335,265.92195,312.8909,317.1287,331.961,301.94325,292.76135,311.12515,302.64955
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0
China,95.27987,96.15921,91.39522,67.87543,89.13506,108.41705,105.89556,94.99735,118.6584,113.25521,141.9663,112.83143
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,1279.1093,1162.21665,1266.04275,1384.348,1353.2708,1362.09955,1301.7109,1295.70735,1277.34355,1212.36395,1444.3835,1372.69405
Japan,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,0,0,0,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0,0,0,0
Macau,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,780.10835,791.056,722.5449,868.39585,1020.6035,1053.0933,1032.6106,1107.4784,1084.8768,1086.9957,1129.72685,1168.9265
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,14.47915,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
