Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Martinique,,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,,0,0,0,0,0,0,0,0,0,0,0,0
Panama,,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,,0,0,0,0,0,0,0,0,0,0,0,0
Peru,,12.0071,13.06655,15.5386,18.3638,30.3709,55.7977,62.8607,94.29105,128.89975,122.54305,193.87935,201.64865
Puerto Rico,,12.36025,22.24845,22.24845,26.1331,24.0142,23.66105,25.4268,26,28.486,26.723,27.193,26.48625
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,,354.20945,396.9406,423.0737,453.09145,499.70725,574.57505,713.00985,715.12875,774.8111,740.2024,823.5458,811.18555
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,1.4126,1.4126,0.7063,2.1189,4.2378,3.17835,4.2378,3.17835,2.47205,1.4126,2.8252,2.8252
Venezuela,,960.568,1119.83865,1003.29915,861.686,960.568,827.92486,918.19,735.57614,785.75875,714.42245,747.75981,796.91829
Virgin Islands  U.S.,,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,,0,0,0,0,0,0,0,0,0,0,0,0
Albania,,1.05945,1.05945,1.05945,1.05945,1.05945,1.05945,1.05945,0.35315,1.05945,1.05945,0.35315,0.35315
Austria,,271.78424,287.81725,291.06623,314.72728,310.98389,335.88097,306.32231,313.10279,330.83092,322.88505,353.39721,333.62081
Belgium,,553.84515,546.78215,563.52145,600.355,611.79706,601.41445,619.03664,623.6629,619.4251,625.49928,699.73141,626.06432
Bosnia and Herzegovina,,10.5945,10.5945,5.6504,5.6504,10.5945,14.126,14.126,11.3008,10.94765,7.41615,8.12245,9.8882
Bulgaria,,192.8199,204.96826,173.11413,190.77163,187.20482,190.701,197.764,118.30525,113.36115,73.10205,89.7001,102.6308
Croatia,,97.82255,100.2946,92.87845,107.71075,97.11625,94.99735,96.40995,98.42291,104.70898,94.67952,100.25929,82.0721
Cyprus,,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,,326.16934,349.44193,337.32888,341.07227,339.05932,335.2453,328.14698,305.51007,306.78141,289.01796,327.7232,297.1051
Denmark,,181.87225,180.63623,180.24776,182.89639,182.86107,176.11591,180.1065,161.00108,162.34306,155.73915,176.36311,147.68733
Faroe Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Finland,,148.28769,160.71857,159.94164,176.96347,170.9246,156.62203,168.20535,161.53081,167.28716,150.75974,165.9805,145.42717
Former Czechoslovakia,,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,19.17604,21.25963,80.87135,77.693,82.6371,84.756,--,--,--,--,--,--
Former Yugoslavia,,--,--,--,--,--,--,--,--,--,--,--,--
France,,1402.81775,1470.86975,1528.08005,1510.7757,1603.65415,1740.3232,1762.57165,1656.2735,1736.43855,1665.4554,1694.76685,1670.04635
Germany,,3098.11432,3239.40964,3204.44779,3565.82618,3532.55945,3464.36619,3523.55413,3417.85633,3465.24906,3302.23502,3180.78674,3036.98406
Germany East,,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,72.46638,71.37162,76.63355,86.1686,94.78546,100.36523,116.96328,142.31945,148.60552,124.59132,135.96275,164.74448
Hungary,,424.98071,472.12624,472.9738,514.75144,510.37238,529.12465,501.54363,468.48879,462.73245,400.18958,428.44158,408.13546
Iceland,,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,,141.7191,148.323,151.43072,152.13702,156.51608,147.65202,167.00464,180.38902,182.86107,177.24599,194.44439,170.74803
Italy,,2498.35968,2505.21079,2488.22427,2743.30452,2846.70684,3046.44848,2983.51715,2998.13756,2997.64315,2755.41756,2934.57056,2751.63886
Luxembourg,,26.66283,27.68696,42.06017,42.55458,48.06372,47.28679,49.54695,46.33328,44.32033,44.81474,48.16966,41.81296
Macedonia,,0,0,0,0,3.5315,3.5315,3.5315,2.8252,2.47205,2.8252,3.5315,4.2378
Malta,,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,,--,--,--,--,--,--,0,0,0,0,0,0
Netherlands,,1725.42027,1768.75178,1767.19792,1774.9319,1811.20041,1741.17076,1690.21122,1643.45416,1713.73101,1729.0224,1936.99244,1690.91752
Norway,,140.20055,162.80215,189.9947,222.13135,282.16685,187.1695,119.3647,156.0923,122.8962,230.60695,194.44439,161.38955
Poland,,472.62065,481.52003,473.99793,516.94097,547.24124,573.19777,574.46911,570.65509,575.21072,564.68685,605.82883,606.64107
Portugal,,80.5182,89.80605,109.9356,106.54536,132.7844,151.88982,147.40481,153.40836,166.6868,167.56967,181.62505,183.07296
Romania,,600.355,695.7055,646.2645,635.67,635.67,642.733,657.5653,605.2991,560.8022,454.50405,454.50405,486.28755
Serbia,,--,--,--,--,--,--,81.2245,77.693,79.45875,61.4481,76.9867,83.69655
Slovakia,,252.00784,269.5594,256.03375,246.81654,237.3168,255.22151,232.19613,219.51804,222.76702,190.59506,215.38619,198.82345
Slovenia,,35.66815,36.7276,34.25555,35.80941,38.24615,39.69406,39.02308,39.65875,38.10489,36.09193,37.4339,31.99539
Spain,,588.45385,634.11614,725.01695,821.74474,953.92878,1125.94815,1208.09084,1299.13291,1423.86549,1272.47008,1265.12456,1175.14194
Sweden,,28.42858,31.0772,31.35972,32.70169,31.46567,29.27614,29.31145,32.52512,27.79291,39.69406,54.03195,46.01545
Switzerland,,104.95618,109.2293,107.21634,113.32584,116.92797,120.03569,116.71608,113.67899,121.20108,116.36293,130.02983,115.44474
Turkey,,523.89802,563.06236,621.12022,748.00702,792.57455,966.74813,1101.22765,1292.49368,1294.11818,1240.08623,1346.45501,1578.08609
United Kingdom,,3373.2888,3337.9738,3379.29235,3358.4565,3513.8425,3375.76085,3212.9587,3244.0359,3352.45295,3109.8389,3336.5612,2848.5079
Armenia,,49.79415,49.441,38.49335,46.6158,46.96895,60.0355,60.0355,72.53701,68.15795,54.73825,61.09495,73.10205
Azerbaijan,,210.2302,319.84796,319.9539,324.898,351.0311,366.5697,399.0595,327.51131,423.95658,375.9988,359.18886,335.77502
Belarus,,692.20932,635.67,598.2361,634.2574,579.166,716.96513,740.55555,733.1394,750.51438,626.84125,770.5733,750.0906
Estonia,,39.5528,44.85005,47.3221,49.79415,50.8536,53.6788,51.94837,34.82059,33.40799,23.0607,24.75582,22.14251
Former U.S.S.R.,,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,42.73115,40.9654,47.7812,36.37445,43.43745,52.08963,49.79415,59.68235,61.09495,60.38865,58.26975,52.84007
Kazakhstan,,490.8785,504.2982,526.1935,321.22524,482.72074,476.68188,521.42598,441.11967,408.55924,254.9743,303.24991,436.14025
Kyrgyzstan,,67.5576,71.19504,42.73115,26.02716,32.45449,26.1331,27.40444,27.13605,26.48625,23.14545,16.33319,14.126
Latvia,,56.504,60.0355,60.0355,63.567,67.45165,68.5111,67.0985,58.26975,44.85005,55.0914,53.6788,54.03195
Lithuania,,91.819,97.4694,102.06035,107.00445,103.1198,107.3576,102.76665,121.4836,124.66195,96.40995,109.82965,120.071
Moldova,,75.22095,72.39575,77.693,84.0497,76.63355,86.52175,91.819,86.1686,88.9938,82.28395,76.63355,74.51465
Russia,,13058.7807,12905.5136,13564.13835,14204.3993,14567.08435,14330.47385,15223.94335,15180.85905,15242.3497,13502.51125,15470.64875,15328.05
Tajikistan,,44.14375,45.9095,42.02485,47.67525,49.05254,50.53577,45.06194,23.3079,15.18545,8.01651,7.9812,7.02769
Turkmenistan,,261.331,339.024,406.1225,554.4455,585.16955,628.607,639.2015,687.9362,776.93,711.59725,720.426,709.8315
Ukraine,,2779.2905,2616.8415,2779.2905,3022.964,3051.216,3079.468,2479.113,2906.4245,2931.145,1658.3924,1969.1644,2281.349
Uzbekistan,,1511.482,1596.238,1642.1475,1669.72852,1771.4004,1701.82985,1768.92835,1783.01904,1857.569,1631.83552,1614.28397,1802.4776
Bahrain,,302.64955,314.3035,334.0799,339.7303,344.32125,378.22365,400.11895,416.0107,438.25915,440.7312,450.97255,445.6753
Iran,,2220.96035,2478.4067,2798.00745,2909.956,3020.8451,3707.3687,3839.4468,3992.0076,4212.72635,4993.43506,5105.8427,5415.2021
Iraq,,111.24225,97.4694,83.3434,38.8465,61.80125,51.20675,63.567,51.5599,66.3922,40.54162,45.9095,31.0772
Israel,,0.35315,0.35315,0.35315,0.7063,27.5457,26.1331,34.25555,40.2591,50.8536,101.7072,128.89975,175.6215
Jordan,,10.24135,10.24135,10.94765,23.3079,49.79415,55.0914,79.45875,91.819,103.47295,108.41705,96.7631,37.4339
Kuwait,,339.024,300.1775,282.52,321.3665,342.5555,434.3745,438.25915,425.8989,448.5005,402.90884,512.5266,600.1078
Lebanon,,0,0,0,0,0,0,0,0,0,1.4126,5.29725,0
Oman,,221.42505,223.8971,230.9601,225.66285,236.25735,323.83855,380.34255,384.30842,477.31754,520.01338,620.48455,619.4251
Palestinian Territories,,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,,531.8439,386.69925,392.34965,431.19615,530.78445,660.3905,692.52715,695.7055,713.39832,745.49965,795.9306,967.96564
Saudi Arabia,,1759.04015,1896.06235,2002.3605,2121.0189,2319.4892,2515.8406,2594.2399,2628.1423,2840.7386,2770.46175,3095.7129,3258.1619
Syria,,215.4215,197.41085,240.142,241.90775,250.7365,215.4215,220.71875,211.89,213.3026,262.0373,340.08345,286.7578
United Arab Emirates,,1109.95045,1147.0312,1286.8786,1337.7322,1420.01615,1456.74375,1521.72335,1736.43855,2041.9133,2085.56264,2146.79885,2220.88972
Yemen,,0,0,0,0,0,0,0,0,0,12.7134,33.54925,31.0772
Algeria,,726.0764,721.8386,720.77915,724.6638,680.8732,846.32398,904.064,934.32896,977.34263,1015.51814,1024.48815,1161.05126
Angola,,20.12955,18.71695,21.8953,22.95475,26.48625,22.95475,24.0142,29.31145,24.0142,24.36735,25.92121,26.55688
Benin,,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,,0,0,0,0,0,0,0.7063,0.7063,0.7063,0.7063,7.41615,5.29725
Cape Verde,,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,,0,0,0,0,0,0,0,0,0,0,0,0
Chad,,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),,0,0,0,0,4.2378,6.00355,6.3567,10.24135,13.06655,18.71695,32.84295,40.61225
Congo (Kinshasa),,0,0,0,0,0,0,0.14126,0.31783,0.31783,0.31783,0.31783,0.31783
Cote dIvoire (IvoryCoast),,47.67525,47.67525,47.3221,47.3221,45.9095,45.9095,45.9095,52.9725,56.504,56.504,52.9725,52.9725
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,646.2645,866.98325,882.875,1046.0303,1111.0099,1208.12615,999.4145,1081.73376,1484.99575,1566.92655,1630.49355,1792.23625
Equatorial Guinea,,1.05945,1.05945,44.85005,45.9095,3.5315,45.9095,45.9095,52.65113,52.61935,54.73825,55.7977,57.2103
Eritrea,,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,,2.8252,2.8252,3.17835,3.17835,3.5315,3.5315,3.5315,2.8252,2.8252,2.8252,2.8252,2.47205
Gambia The,,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,0,0,0,0,0,0,0,0,0,0,4.2378,29.31145
Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,183.638,190.34785,197.0577,167.74625,209.41795,205.88645,168.98228,187.8758,194.2325,212.27847,249.46516,191.93702
Madagascar,,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,,0,0,0,0,0,0,0,0,0,0,0,0
Mali,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,,1.76575,1.76575,1.76575,1.76575,1.76575,16.06833,19.88235,22.00125,20.16487,22.70755,23.83763,29.87649
Mozambique,,2.1189,2.1189,2.1189,2.8252,-35.66815,-66.3922,-27.5457,7.063,6.3567,5.29725,2.8252,18.3638
Namibia,,0,0,0,0,0,0,0,0,0,0,0,0
Niger,,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,,237.66995,219.30615,224.6034,300.53065,329.1358,365.8634,385.6398,374.339,433.49162,347.65315,177.63445,190.701
Reunion,,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,0.7063,0.7063
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,,58.26975,74.1615,81.2245,80.5182,78.75245,77.693,148.323,140.20055,145.4978,126.78085,141.61315,161.7427
Sudan and South Sudan,,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,,0,0,0,0,4.2,14.4,17.8,18.71695,19.7764,23.23727,27.5457,30.3709
Togo,,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,,108.7702,135.25645,135.6096,130.31235,130.6655,151.8545,134.197,99.94145,97.82255,108.0639,115.8332,116.89265
Uganda,,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,,8.12245,1.76575,1.76575,0.7063,0.7063,0.7063,0.7063,1.4126,1.76575,1.05945,4.9441,4.9441
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,796.95361,841.09736,887.67784,916.84803,984.97067,1008.56109,1031.05674,1030.9508,1028.05497,1100.02694,1179.2738,1338.61508
Bangladesh,,342.5555,363.7445,391.9965,429.07725,462.6265,494.41,541.0258,574.57505,632.1385,692.174,703.12165,710.18465
Bhutan,,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,,38.8465,47.67525,58.97605,61.09495,70.63,82.99025,140.90685,144.82681,148.323,87.93435,104.88555,106.6513
Burma (Myanmar),,65.6859,69.2174,77.693,88.64065,94.29105,146.2041,127.8403,145.4978,135.96275,114.77375,114.4206,117.9521
Cambodia,,0,0,0,0,0,0,0,0,0,0,0,0
China,,867.05388,974.23844,1061.28638,1143.42907,1350.30434,1654.50775,1993.43993,2489.7075,2725.6117,3125.27155,3768.8168,4623.51043
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,,0,0,0,0,0,0,0,0,0,0,0,0
Guam,,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,95.27987,96.15921,91.39522,67.87543,89.13506,108.41705,105.89556,94.99735,118.6584,113.25521,141.9663,112.83143
India,,794.5875,851.0915,925.253,964.0995,1087.702,1269.2211,1369.86885,1460.6284,1515.0135,1882.64265,2277.46435,2260.51315
Indonesia,,957.7428,725.72325,797.05955,805.182,675.2228,638.4952,897.35415,1126.5485,1194.70645,1344.44205,1397.0614,1320.0747
Japan,,2913.91128,2902.39859,3099.80944,3099.80944,3124.31805,3110.08611,3436.64391,3748.0869,3667.21555,3653.01892,3847.60457,4462.33277
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,,670.94969,745.42902,822.1332,896.22407,1021.62764,1046.56003,1180.19199,1194.38862,1329.92759,1217.30806,1582.18263,1640.7349
Laos,,0,0,0,0,0,0,0,0,0,0,0,0
Macau,,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,,819.66115,895.5884,983.1696,967.98415,879.3435,913.9522,940.0853,996.94245,1131.13945,1099.7091,1144.9123,1081.3453
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,,212.3491,227.85238,212.31378,164.67385,147.33418,139.98866,148.67615,152.94927,146.48662,150.01812,160.22416,152.77269
Niue,,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,855.68245,774.45795,808.7135,889.938,967.631,1087.702,1275.5778,1299.592,1341.97,1367.04365,1399.53345,1382.58225
Papua New Guinea,,3.88465,3.88465,3.88465,4.9441,4.9441,3.5315,4.9441,4.80284,4.59095,3.5315,3.88465,3.5315
Philippines,,0.35315,7.063,70.63,102.4135,102.4135,102.4135,77.693,102.4135,103.8261,111.24225,102.76665,102.4135
Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,,52.9725,41.6717,41.31855,187.8758,233.43215,233.43215,233.43215,304.4153,310.41885,284.6389,296.646,310.0657
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,,242.61405,241.5546,287.11095,293.46765,352.4437,367.62915,375.39845,402.23785,411.7729,427.3115,535.3754,572.45615
Thailand,,704.53425,837.31865,924.5467,1018.83775,1055.56535,1149.8564,1175.9895,1250.151,1317.60265,1383.28855,1592.0002,1644.61955
Timor-Leste (East Timor),,--,--,--,0,0,0,0,0,0,0,0,0
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,,40.61225,45.9095,79.8119,95.3505,105.945,141.26,201.2955,208.3585,246.4987,250.38335,289.93615,272.27865
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0
