Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Bosnia and Herzegovina,2.569,2.351,2.133,3.015,3.598,3.628,5.123,4.344,5.057,5.877,6.905,NA
Bulgaria,5.584,8.017,8.335,6.772,6.62,8.38,8.882,7.533,8.441,7.735,9.613,12.11
Croatia,0.386,0.588,0.792,1.142,2.296,4.323,3.306,1.948,2.14,2.578,2.712,NA
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,18.742,18.919,20.889,26.299,25.493,24.985,24.097,26.357,19.989,22.23,21.59,27.501
Denmark,7.752,8.774,11.01,15.568,11.545,11.574,13.702,11.377,11.36,10.874,11.734,10.375
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0.326,1.81,1.539,7.03,6.797,0.933,2.717,2.862,3.335,3.375,5.218,3.805
Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,0.446,0.45,1.1,1.786,6.248,8.694,--,--,--,--,--,--
Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--
France,73.174,72.861,80.739,73.373,68.477,68.39,71.863,67.595,58.736,44.451,50.184,65.914
Germany,42.077,42.122,38.372,52.379,50.808,61.427,65.441,62.508,61.77,54.132,57.917,54.769
Germany East,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0
Greece,1.74,1.062,1.706,2.076,2.034,1.836,1.938,2.057,1.962,3.233,2.811,3.947
Hungary,6.083,7.232,8.349,7.138,3.056,9.41,8.186,10.694,8.871,5.459,4.702,8.022
Iceland,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0.071,0.288,0.062,0.01,0,0.001,0.009,0.082,0.303,0.175,0.29,0.242
Italy,0.484,0.549,0.922,0.518,0.791,1.109,1.611,2.648,3.398,2.111,1.827,1.723
Luxembourg,0.735,0.744,2.939,2.777,3.132,3.131,3.267,2.887,2.484,2.604,3.216,2.614
Macedonia,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,--,--,--,--,--,--,0.072,0.108,0.108,0.172,0.73,NA
Netherlands,4.031,4.209,4.488,3.809,5.188,5.398,5.887,5.565,9.116,10.561,12.807,11.53
Norway,20.529,7.174,15.046,5.548,3.854,15.695,8.947,15.32,17.275,14.634,7.124,14.329
Poland,9.663,11.035,11.537,15.146,14.605,16.188,15.775,13.109,9.703,9.594,7.664,12.022
Portugal,3.767,3.502,3.43,3.104,2.131,2.802,3.183,2.153,1.313,2.822,3.191,3.929
Romania,1.47,2.077,3.29,3.046,3.766,5.224,5.262,3.359,5.169,2.946,3.041,2.457
Serbia,--,--,--,--,--,--,9.377,9.192,8.802,6.609,5.917,NA
Slovakia,8.647,9.743,10.867,10.878,10.593,11.27,10.921,11.855,8.891,7.682,6.293,10.5
Slovenia,5.552,7.461,4.914,5.811,7.094,7.558,7.02,5.911,7.82,9.222,10.136,8.299
Spain,7.827,6.727,7.175,8.257,11.139,11.555,12.373,14.524,16.92,14.855,13.539,14.023
Sweden,13.63,18.454,14.754,11.457,17.75,21.968,11.497,14.736,14.715,9.08,12.853,19.692
Switzerland,31.4,34.54,32.308,33.196,27.759,31.996,31.1,36.88,32.736,33.525,32.881,32.237
Turkey,0.437,0.433,0.435,0.588,1.144,1.798,2.236,2.422,1.122,1.546,1.918,3.837
United Kingdom,0.134,0.264,0.768,2.959,2.294,2.839,2.765,3.398,1.272,3.748,4.481,2.467
Armenia,0.815,0.701,0.66,0.583,1.012,1.1511,0.7545,0.4513,0.36,0.336,1.061,NA
Azerbaijan,0.378,0.966,0.925,0.871,1.008,0.88,0.879,0.786,0.812,0.38,0.462,NA
Belarus,2.764,2.718,3.513,3.987,4.723,5.055,5.789,5.062,5.245,3.933,5.067,NA
Estonia,1.187,0.891,1.102,1.989,2.141,1.953,1.001,2.765,2.31,2.943,4.354,5.252
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,0.198,0.527,0.158,0.159,0,0.122,0.14,0.628,0.675,0.74,1.492,NA
Kazakhstan,0.085,1.637,2,4.975,7.403,3.648,3.73,3.308,2.483,2.379,1.757,NA
Kyrgyzstan,3.153,2.165,1.062,1.716,3.382,2.684,2.521,2.379,0.545,0.32,0.68,NA
Latvia,0.322,0.457,0.49,0.038,0.636,0.707,0.302,1.964,2.123,2.605,3.1,2.764
Lithuania,1,4.2,11.018,11.674,11.488,8.607,6.24,7.218,6.606,7.715,2.184,1.347
Moldova,0,0,0.36,0.131,0.424,0.22,0.229,0,0,0,0,NA
Russia,22.85,25.74,18.097,21.619,19.8,22.52,20.927,18.468,20.738,17.923,19.3,23.2
Tajikistan,3.85,4.047,3.874,4.597,4.451,4.257,4.231,4.259,4.421,4.247,0.18,NA
Turkmenistan,1,1.85,1.056,1.065,1.173,1.26,1.34,1.46,1.476,1.568,2.41,NA
Ukraine,6.5,5.196,8.576,12.175,7.529,10.068,12.519,12.554,8.831,5.458,6.097,NA
Uzbekistan,12.75,12.959,11.527,11.548,11.677,11.501,11.903,11.442,11.547,11.676,12.087,NA
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0
Iran,0.86,1.049,0.791,0.919,1.837,2.761,2.775,2.52,3.875,6.152,6.707,NA
Iraq,0,0,0,0,0,0,0,0,0,0,0,0
Israel,1.457,1.399,1.387,1.47,1.459,1.667,1.844,2.081,3.666,3.783,3.966,4.224
Jordan,0.005,0.002,0,0.003,0,0.004,0.013,0.176,0.323,0.139,0.167,NA
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territories,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0
Syria,0,0,0,0.367,0.664,0.903,1.142,0.991,0.59,0.614,1.043,NA
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0.319,0.196,0.259,0.212,0.197,0.275,0.3,0.273,0.323,0.362,0.803,NA
Angola,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),1.279,1.202,1.334,1.331,1.395,1.735,1.323,1.402,0.674,0.887,0.916,NA
Cote dIvoire (IvoryCoast),1.238,1.156,1.565,1.327,1.409,1.398,1.065,0.772,0.599,0.484,0.471,NA
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0.328,0.453,0.959,1.039,0.873,0.946,0.557,0.814,1.022,1.118,1.595,NA
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0.392,0.302,0.612,0.604,0.665,0.639,0.754,0.246,0.538,0.752,1.036,NA
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0.015,0.0244,0.073,0.046,0.027,0.027,0.031,NA
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0.105,0.093,0.104,0.117,0.124,0.129,NA
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,5.768,7.4,10.692,8.625,10.402,12.001,12.825,11.822,11.212,12.939,12.712,NA
Namibia,0.065,0.065,0.054,0.053,0.023,0.031,0.036,0.04,0.047,0.144,0.207,NA
Niger,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0.022,0.025,0.03,0.04,0.02,0,0,0,0,0,0,0
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0.001,0.008,0.003,0.002,0.001,0.002,0.002,0.002,0.003,0.003,NA
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,3.967,7,6.95,10.263,13.254,13.422,13.589,14.496,14.168,14.052,14.668,14.964
Sudan and South Sudan,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0.01,0.059,0.02,0.028,0.142,0.135,0.13,0.129,0.081,0,NA
Uganda,0.165,0.161,0.265,0.217,0.193,0.063,0.053,0.066,0.06537,0.08204,0.075,NA
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1.326,1.052,0.778,0.504,0.231,0.243,0.552,0.417,0.096,0.589,0.578,NA
Zimbabwe,0,0,0,0,0,0.036,0.058,0.058,0.048,0.051,0.056,NA
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,1.398,1.4,1.561,1.845,1.624,1.943,3.644,5.429,5.609,5.352,5.4,NA
Brunei,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0
China,10.3,10.4,10.704,10.339,9.476,11.194,12.271,14.566,16.644,17.386,19.059,19.32
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,1.181,1.581,2.175,3.008,3.087,4.498,4.528,4.035,3.5525,3.731,2.609,2.957
India,0.195,0.232,0.175,0.058,0.04,0.209,0.216,0.29,0.388,0.058,0.062,0.062
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,0,0,0,0,0,0,0,0,0,0,0,0
Laos,2.92939,2.86185,2.7365,2.25683,2.44307,2.496,2.501,2.226,2.277,1.939,2.02,NA
Macau,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0
Malaysia,0.025,0.09,0.07,0.1,0.05,2.233,2.326,2.267,0.581,0.1,0.151,NA
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0.025,0.018,0.016,0.007,0.008,0.012,0.021,0.01,0.016,0.018,0.022,NA
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0.126,0.143,0.186,0.206,0.111,0.097,0.077,0.06,0.046,0.075,0.03,NA
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0.2,0.195,0.273,0.296,0.372,0.642,0.75,0.92,1.18,1.56,1.615,1.012
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0,0,0,0,0,0.373,0.964,NA
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
