Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Venezuela,72.6,76.862,77.685,77.8,77.8,77.226,79.729,80.012,87.035,99.377,99.377,211.17
Virgin Islands  U.S.,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0.165,0.165,0.165,0.165,0.165,0.165,0.19813,0.19813,0.19914,0.19914,0.19914,0.19914
Austria,0.08568,0.08568,0.08568,0.08568,0.062,0.062,0.062,0.05,0.05,0.05,0.05,0.05
Belgium,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Croatia,0.0922,0.0922,0.0922,0.0922,0.07528,0.07527,0.06914,0.07432,0.07915,0.0793,0.07335,0.071
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Denmark,1.06927,1.06927,1.1133,1.347,1.277,1.32,1.328,1.277,1.188,1.06,1.06,0.812
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0
Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,--,--,--,--,--,--
Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--
France,0.10705,0.14517,0.14004,0.14847,0.14847,0.14649,0.1584,0.1215,0.1198,0.1033,0.10115,0.09163
Germany,0.35697,0.37969,0.3643,0.34231,0.442,0.39435,0.3672,0.367,0.367,0.276,0.276,0.276
Germany East,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0.01,0.01,0.009,0.009,0.006,0.007,0.007,0.005,0.01,0.01,0.01,0.01
Hungary,0.10972,0.10972,0.11092,0.10248,0.10248,0.10248,0.10248,0.02018,0.02018,0.02018,0.02657,0.02657
Iceland,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0.62176,0.62176,0.62176,0.6217,0.6217,0.6217,0.6217,0.6,0.4065,0.4065,0.42368,0.47645
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,--,--,--,--,--,--,0,0,0,0,0,0
Netherlands,0.10693,0.10693,0.10693,0.106,0.106,0.106,0.106,0.1,0.1,0.1,0.1,0.31
Norway,10.78702,9.44729,9.44729,10.265,10.44737,8.5,7.705,7.8493,6.86533,6.68,6.68,5.67
Poland,0.11488,0.11488,0.11488,0.09638,0.09638,0.09638,0.09638,0.09638,0.09638,0.09638,0.09638,0.09638
Portugal,0,0,0,0,0,0,0,0,0,0,0,0
Romania,1.42614,1.42614,0.95562,0.95562,0.95562,0.95562,0.95562,0.6,0.6,0.6,0.6,0.6
Serbia,--,--,--,--,--,--,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775
Slovakia,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0.014,0.02101,0.02101,0.15763,0.15763,0.15763,0.15763,0.15,0.15,0.15,0.15,0.15
Sweden,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,0.29865,0.29576,0.29576,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2622,0.27043
United Kingdom,5.15325,5.0028,4.93,4.715,4.665,4.487,4.02948,3.875,3.6,3.41,3.08448,2.85768
Armenia,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,1.178,1.178,1.178,7,7,7,7,7,7,7,7,7
Belarus,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
Estonia,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Kazakhstan,5.417,5.417,5.417,9,9,9,9,30,30,30,30,30
Kyrgyzstan,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Latvia,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Moldova,0,0,0,0,0,0,0,0,0,0,0,0
Russia,48.573,48.573,48.573,60,60,60,60,60,60,60,60,60
Tajikistan,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Turkmenistan,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.6,0.6,0.6,0.6,0.6
Ukraine,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395
Uzbekistan,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594
Bahrain,0.14811,0.14811,0.12456,0.12456,0.12456,0.12456,0.12456,0.12456,0.12456,0.12456,0.12456,0.12456
Iran,89.7,89.7,89.7,89.7,125.8,125.8,132.46,136.27,138.4,136.15,137.62,137.01
Iraq,112.5,112.5,112.5,112.5,115,115,115,115,115,115,115,115
Israel,0.0039,0.00387,0.00384,0.00381,0.00378,0.002,0.002,0.00196,0.00194,0.00194,0.00194,0.00194
Jordan,0.0009,0.00089,0.00089,0.00089,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Kuwait,96.5,96.5,96.5,96.5,99,101.5,104,101.5,104,104,104,104
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0
Oman,5.283,5.506,5.506,5.506,5.506,5.506,5.506,5.5,5.5,5.5,5.5,5.5
Palestinian Territories,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,3.7,13.157,15.207,15.207,15.207,15.207,15.207,15.207,15.207,15.21,25.41,25.38
Saudi Arabia,263.5,261.7,261.75,261.8,261.9,261.9,266.81,262.3,266.751,266.71,262.4,262.6
Syria,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
United Arab Emirates,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8
Yemen,4,4,4,4,4,4,4,3,3,3,3,3
Algeria,9.2,9.2,9.2,9.2,11.314,11.8,11.35,12.27,12.2,12.2,12.2,12.2
Angola,5.412,5.412,5.412,5.412,5.412,5.412,5.412,8,9.035,9.04,9.5,9.5
Benin,0.00821,0.00821,0.00821,0.00821,0.00821,0.00821,0.00821,0.008,0.008,0.008,0.008,0.008
Botswana,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0
Chad,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5
Comoros,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),1.50591,1.50591,1.50591,1.50591,1.50591,1.50591,1.5059,1.6,1.6,1.6,1.6,1.6
Congo (Kinshasa),0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.18,0.18,0.18,0.18,0.18
Cote dIvoire (IvoryCoast),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,2.94756,2.94756,2.94756,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,4.4
Equatorial Guinea,0.012,0.012,0.012,0.012,0.012,0.012,0.012,1.1,1.1,1.1,1.1,1.1
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043
Gabon,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2,2,2,2,2
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0.01651,0.01651,0.01651,0.01651,0.01651,0.01651,0.0165,0.015,0.015,0.015,0.015,0.66
Guinea,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,29.5,29.5,29.5,29.5,36,39,39.126,41.464,41.464,43.66,44.27,46.42
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0.0019,0.0018,0.0018,0.0016,0.0016,0.0016,0.00107,0.00099,0.00084,0.00075,0.00075,0.00068
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,NA
Nigeria,22.5,22.5,24,24,25,35.255,35.876,36.22,36.22,36.22,37.2,37.2
Reunion,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0.02936,0.02936,0.01568,0.01568,0.01568,0.01568,0.01568,0.015,0.015,0.015,0.015,0.015
Sudan and South Sudan,0.2621,0.2621,0.563,0.563,0.563,0.563,0.563,5,5,5,5,5
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0.30756,0.30756,0.30756,0.30756,0.30756,0.30756,0.30756,0.4,0.4,0.425,0.425,0.425
Uganda,0,0,0,0,0,0,0,0,0,0,0,1
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Australia,2.895,2.895,3.5,3.5,3.5,1.491,1.437,1.59179,1.5,1.5,3.318,3.318
Bangladesh,0.0569,0.0569,0.0569,0.0569,0.056,0.056,0.028,0.028,0.028,0.028,0.028,0.028
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.1,1.1,1.1,1.1,1.1
Burma (Myanmar),0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0
China,24,24,24,18.25,18.25,18.25,18.25,16,16,16,20.35,20.35
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0
India,4.8378,4.72785,4.84015,5.36717,5.3712,5.41687,5.84784,5.62464,5.62464,5.62464,5.62464,5.682
Indonesia,4.97971,4.97971,5,5,4.7,4.7,4.301,4.3,4.37,3.99,3.99,3.99
Japan,0.05858,0.05858,0.05858,0.0585,0.0585,0.0585,0.0585,0.0585,0.04412,0.04412,0.04412,0.04412
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,0,0,0,0,0,0,0,0,0,0,0,0
Korea South,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Laos,0,0,0,0,0,0,0,0,0,0,0,0
Macau,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,3.9,3.9,3,3,3,3,3,3,4,4,4,4
Maldives,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nauru,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0.127,0.127,0.08953,0.1897,0.0545,0.05148,0.053,0.053,0.055,0.06,0.06,0.1125
Niue,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0.208,0.208,0.29824,0.31044,0.28868,0.28868,0.2892,0.2892,0.2892,0.339,0.313,0.313
Papua New Guinea,0.333,0.3598,0.23835,0.24,0.24,0.24,0.24,0.24,0.088,0.088,0.088,0.088
Philippines,0.289,0.289,0.17806,0.152,0.152,0.152,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385
Samoa,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0.004,0.004,0.004,0.004,0.004,0.004,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238
Thailand,0.29625,0.35164,0.51569,0.58335,0.58335,0.58335,0.291,0.29,0.46,0.441,0.43,0.435
Timor-Leste (East Timor),--,--,--,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0
