Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Cuba,,0.13025,0.13816,0.13394,0.1511,0.15802,0.14165,0.14026,0.14544,0.17215,0.16233,0.16891,NA
Dominica,,0.00033,0.00028,0.00031,0.0003,0.00034,0.00027,0.00027,0.00021,0.0002,0.0002,0.0003,NA
Dominican Republic,,0.00808,0.00758,0.00926,0.01268,0.01674,0.01913,0.01765,0.01719,0.01392,0.01458,0.01424,0.01616
Ecuador,,0.95361,0.98458,0.94188,0.98126,1.24176,1.24597,1.26308,1.2298,1.23549,1.17019,1.16721,1.20207
El Salvador,,0.02009,0.02208,0.0218,0.02579,0.02451,0.02792,0.03199,0.03211,0.03657,0.03168,0.03777,NA
Falkland Islands (Islas Malvinas),,0,0,0,0,0,0,0,0,0.00002,0.00002,0.00002,0.00002
French Guiana,,0,0.00548,0.00558,0.00585,0.00594,0.00616,0.00634,0.00655,0.00689,0.00701,0.00722,NA
Grenada,,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,,0.00051,0.00052,0.00061,0.00154,0.0015,0.0015,0.00149,0.00148,0.00148,0.00146,0.00146,0.00146
Guatemala,,0.0785,0.07639,0.06705,0.0832,0.09011,0.08892,0.0919,0.08282,0.08477,0.08007,0.08564,NA
Guyana,,0,0,0,0,0,0,0,0,0,0,0,NA
Haiti,,0.00286,0.00289,0.00261,0.00258,0.00258,0.00262,0.00266,0.0015,0.00176,0.002,0.00171,NA
Honduras,,0.02283,0.01957,0.01638,0.01802,0.01464,0.0186,0.02173,0.0231,0.02429,0.0284,0.03,NA
Jamaica,,0.00221,0.00149,0.00126,0.00151,0.00201,0.00236,0.00254,0.00244,0.0023,0.0023,0.0026,NA
Martinique,,0,0,0,0,0,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0.00031,0.00031,0.00031,0.00031,0.0003,0.0003,0.0003,0.0003,0.0003,0.00059,0.00059,0.00059
Nicaragua,,0.00383,0.00449,0.00616,0.00712,0.00705,0.009,0.00799,0.00777,0.01036,0.00889,0.01152,NA
Panama,,0.03477,0.0258,0.03444,0.02884,0.03773,0.0371,0.03587,0.03662,0.03955,0.03832,0.04122,NA
Paraguay,,0.54021,0.46358,0.48556,0.52488,0.51525,0.50649,0.52815,0.52571,0.54107,0.53103,0.52218,NA
Peru,,0.38713,0.39937,0.40313,0.40186,0.40712,0.47211,0.50517,0.53865,0.5879,0.62269,0.80832,0.99006
Puerto Rico,,0.00155,0.00137,0.00116,0.00105,0.00141,0.00138,0.00141,0.00162,0.00154,0.0017,0.00149,0.00145
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0.00026,0.0002,0.00022,0.00022,0.00027,0.00026,0.00023,0.00022,0.00023,0.00022,0.00025,NA
Suriname,,0.03038,0.03056,0.03061,0.03077,0.03079,0.03128,0.03531,0.03975,0.04515,0.04534,0.04535,NA
Trinidad and Tobago,,0.81517,0.8427,0.9435,1.25259,1.35401,1.47733,1.71229,1.75802,1.76304,1.80613,1.85795,1.77027
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,0.07157,0.09445,0.09645,0.08688,0.04779,0.06656,0.03581,0.08031,0.05224,0.05897,0.09299,NA
Venezuela,,9.37129,9.22927,8.15865,7.32645,8.06229,8.02834,8.08533,7.64915,7.59524,7.05004,7.00349,7.35162
Virgin Islands  U.S.,,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,,0,0,0,0,0,0,0,0,0,0,0,0
Albania,,0.06085,0.05137,0.05187,0.06976,0.07157,0.07103,0.06866,0.04305,0.05283,0.06405,0.09844,0.07415
Austria,,0.55978,0.55187,0.55051,0.49011,0.5148,0.50407,0.51381,0.54143,0.54093,0.56751,0.54973,0.51804
Belgium,,0.50312,0.48353,0.49155,0.48952,0.4943,0.4987,0.49754,0.51909,0.50221,0.53037,0.54758,0.57203
Bosnia and Herzegovina,,0.17616,0.17774,0.1897,0.19282,0.20527,0.20778,0.2197,0.19808,0.23048,0.24696,0.253,NA
Bulgaria,,0.40542,0.40542,0.42746,0.39759,0.38828,0.40611,0.42059,0.38788,0.39827,0.38552,0.42187,NA
Croatia,,0.18173,0.18978,0.1652,0.17121,0.17905,0.16573,0.15939,0.15491,0.16152,0.17783,0.18895,NA
Cyprus,,0,0,0,0,0,0.00001,0.00001,0.00003,0.00014,0.0001,0.00118,0.00124
Czech Republic,,0.81381,0.83901,0.86848,0.9154,0.90973,0.89783,0.92133,1.0685,1.05125,1.00594,1.02311,1.03142
Denmark,,1.1449,1.11831,1.17875,1.18428,1.28484,1.30134,1.21929,1.11977,1.1007,0.97579,0.96039,0.88001
Faroe Islands,,0.00077,0.00078,0.00098,0.0009,0.00101,0.00108,0.00114,0.00118,0.00106,0.00104,0.00078,0.00101
Finland,,0.45564,0.44327,0.418,0.41639,0.47752,0.4606,0.44504,0.4677,0.49623,0.44073,0.45782,0.45342
Former Czechoslovakia,,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,0.53768,0.54541,0.5528,0.54196,0.55085,0.5206,--,--,--,--,--,--
Former Yugoslavia,,--,--,--,--,--,--,--,--,--,--,--,--
France,,5.02484,5.14588,5.13049,5.15313,5.1695,5.10224,5.14042,5.06872,5.13225,4.79201,5.06788,5.07701
Germany,,5.32689,5.29479,5.3131,5.30126,5.3846,5.26697,5.27371,5.20216,5.03071,4.74467,4.7991,4.67075
Germany East,,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,0.39963,0.39456,0.40484,0.41609,0.4174,0.41723,0.40406,0.37976,0.38709,0.40622,0.39041,0.37555
Hungary,,0.45343,0.44885,0.41802,0.39141,0.39692,0.40015,0.39574,0.38472,0.38848,0.40745,0.40498,0.39376
Iceland,,0.07768,0.08228,0.08484,0.08626,0.08567,0.0861,0.09773,0.11753,0.16103,0.16308,0.16518,0.16666
Ireland,,0.05552,0.04045,0.04353,0.03629,0.04429,0.03905,0.04258,0.04383,0.05086,0.05405,0.05024,0.06542
Italy,,1.32441,1.29522,1.22013,1.18062,1.25546,1.19173,1.16001,1.08257,1.14737,1.1659,1.28897,1.36743
Luxembourg,,0.00206,0.00208,0.00187,0.00172,0.00229,0.00239,0.00278,0.003,0.00317,0.003,0.00304,0.00293
Macedonia,,0.06223,0.06078,0.06131,0.06621,0.06602,0.06351,0.06323,0.05599,0.06224,0.06487,0.07109,NA
Malta,,0,0,0,0,0,0,0,0,0,0.00001,0.00002,0
Montenegro,,--,--,--,--,--,--,0.03057,0.02321,0.03042,0.02848,0.04397,NA
Netherlands,,2.47272,2.62971,2.61547,2.52719,2.94062,2.7042,2.65197,2.646,2.88505,2.72398,3.02291,2.79104
Norway,,10.29967,10.30065,10.68987,10.64352,10.79273,10.65661,10.12339,9.91874,10.12592,9.87777,9.44588,9.01538
Poland,,3.05651,3.07383,3.07707,3.05648,3.0363,2.96598,2.89804,2.72128,2.65802,2.51188,2.50051,2.56514
Portugal,,0.13274,0.16384,0.10088,0.18254,0.1251,0.08517,0.15789,0.16213,0.14643,0.18063,0.27824,0.23632
Romania,,1.19067,1.25059,1.20088,1.13888,1.14455,1.15166,1.17748,1.16289,1.19168,1.13885,1.14168,1.13324
Serbia,,--,--,--,--,--,--,0.51474,0.50476,0.51997,0.53731,0.56004,NA
Slovakia,,0.28355,0.29535,0.30525,0.28407,0.27451,0.28198,0.2847,0.2515,0.26603,0.24031,0.25379,0.23687
Slovenia,,0.13907,0.14005,0.14484,0.13955,0.15139,0.14602,0.14345,0.14025,0.1546,0.15413,0.15245,0.1486
Spain,,1.33594,1.51374,1.33535,1.51364,1.46138,1.28833,1.39109,1.38327,1.39127,1.42555,1.722,1.53783
Sweden,,1.39141,1.54579,1.37188,1.24485,1.4272,1.50711,1.35047,1.40854,1.41629,1.27967,1.36035,1.39081
Switzerland,,0.64805,0.70332,0.6398,0.64097,0.61809,0.55827,0.59904,0.64066,0.64597,0.63927,0.63019,0.59619
Turkey,,1.00392,0.89666,0.9431,0.91919,1.00106,1.06457,1.15442,1.17343,1.19349,1.2319,1.35082,1.4095
United Kingdom,,11.08667,11.16134,10.99953,10.48221,9.40022,8.56018,7.79401,7.3094,6.9551,6.58007,6.17228,5.36866
Armenia,,0.0343,0.0332,0.0412,0.04143,0.04568,0.04692,0.04633,0.04568,0.04498,0.04733,0.05249,NA
Azerbaijan,,0.83656,0.88026,0.87882,0.90504,0.88762,1.18145,1.65684,2.23326,2.51491,2.78701,2.87242,2.79764
Belarus,,0.08726,0.08704,0.08559,0.08427,0.08513,0.08208,0.08262,0.0822,0.08208,0.07815,0.07494,NA
Estonia,,0.09791,0.09884,0.10363,0.12459,0.1172,0.12269,0.11874,0.13929,0.13624,0.12976,0.15962,0.01152
Former U.S.S.R.,,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,0.06583,0.06323,0.07191,0.07305,0.06518,0.06663,0.05485,0.06946,0.07256,0.07692,0.0949,NA
Kazakhstan,,3.38294,3.68688,3.98398,4.16245,4.65221,4.8642,5.13403,5.28115,5.54924,5.56977,5.82175,6.09522
Kyrgyzstan,,0.14957,0.1394,0.11938,0.14731,0.15075,0.15162,0.1563,0.14522,0.11543,0.10751,0.11112,NA
Latvia,,0.02851,0.02905,0.02502,0.02371,0.03172,0.03381,0.02737,0.02769,0.03135,0.03436,0.03512,NA
Lithuania,,0.10159,0.13895,0.16583,0.17688,0.17038,0.11869,0.09979,0.11192,0.11258,0.12086,0.01313,NA
Moldova,,0.00058,0.00074,0.00122,0.00065,0.00058,0.00062,0.0026,0.00033,0.0008,0.00053,0.00076,NA
Russia,,41.69541,42.6263,44.16275,47.18234,49.86482,51.07959,52.05575,52.55992,52.54599,50.4291,53.22323,54.88544
Tajikistan,,0.14321,0.14832,0.15479,0.16873,0.16582,0.17186,0.16788,0.17213,0.16926,0.15824,0.15868,NA
Turkmenistan,,2.04777,2.13305,2.38175,2.60554,2.61661,2.66389,2.62798,2.83698,2.91382,1.77312,2.03627,NA
Ukraine,,3.04794,3.05833,3.05747,3.19921,3.21008,3.2314,3.29192,3.22316,3.21639,3.0739,3.08873,NA
Uzbekistan,,2.4104,2.65369,2.45486,2.46131,2.54567,2.50468,2.59007,2.66543,2.79091,2.54626,2.5095,2.60082
Bahrain,,0.41491,0.42459,0.44511,0.45209,0.45737,0.47654,0.50043,0.51664,0.5396,0.54188,0.5492,0.54536
Iran,,10.39818,10.66825,10.44413,11.35726,12.05583,13.11545,13.12405,12.9965,13.35729,14.25932,14.60561,14.80196
Iraq,,5.62238,5.21719,4.42167,2.84408,4.37814,4.12414,4.39253,4.56197,5.18267,5.17126,5.20917,NA
Israel,,0.00086,0.00075,0.00089,0.00128,0.02807,0.0271,0.0352,0.04128,0.05203,0.04342,0.05714,0.09636
Jordan,,0.01124,0.01128,0.01212,0.01202,0.01212,0.01077,0.01216,0.00976,0.00832,0.00863,0.00865,NA
Kuwait,,5.0356,4.81399,4.58056,5.14197,5.70635,6.10784,6.12513,5.97294,6.28005,5.6817,5.62367,6.18773
Lebanon,,0.00454,0.00341,0.00683,0.01382,0.01111,0.01036,0.00682,0.00572,0.00364,0.00601,0.00811,NA
Oman,,2.42716,2.47904,2.48393,2.34919,2.25829,2.38494,2.44763,2.3978,2.50239,2.64139,2.83647,2.86066
Palestinian Territories,,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,,2.81917,2.71167,2.74406,2.9468,3.44967,3.92422,4.16911,4.61907,5.32855,5.82077,6.55231,8.39968
Saudi Arabia,,21.59311,20.94557,20.26962,23.0489,24.15902,25.44005,24.61052,23.73599,25.16818,22.83698,24.74423,26.22893
Syria,,1.46229,1.36589,1.4207,1.40259,1.3801,1.28683,1.23044,1.15751,1.12626,1.13277,1.22779,NA
United Arab Emirates,,6.76686,6.59336,6.49905,7.12961,7.42447,7.59008,7.86848,7.91494,8.12802,7.5188,7.64098,8.25517
Yemen,,0.91729,0.92129,0.91812,0.89731,0.84735,0.83619,0.78345,0.66597,0.62513,0.62592,0.7781,0.709
Algeria,,6.19057,6.17016,6.39056,6.78907,6.90113,7.47971,7.41833,7.32433,7.37697,7.06014,7.12205,7.0173
Angola,,1.62241,1.60922,1.94122,1.95654,2.29303,2.72101,3.09019,3.80233,4.33183,4.17418,4.25945,NA
Benin,,0.00157,0.00159,0.00181,0.00092,0.00001,0.00001,0.00005,0.00004,0.00004,0.00002,0.00002,NA
Botswana,,0.02427,0.02383,0.02442,0.02109,0.02339,0.02524,0.02465,0.02122,0.02332,0.01891,0.02532,0.01891
Burkina Faso,,0.00099,0.00055,0.00065,0.00098,0.00101,0.00099,0.00079,0.00109,0.00133,0.00128,0.00117,NA
Burundi,,0.001,0.00118,0.00128,0.00102,0.0009,0.00095,0.00091,0.00115,0.00109,0.00117,0.00146,NA
Cameroon,,0.21945,0.20194,0.18362,0.18123,0.18255,0.21604,0.2329,0.21894,0.21981,0.20718,0.1904,NA
Cape Verde,,0.00008,0.00006,0.00006,0.00005,0.00006,0.00006,0.00007,0.00007,0.00006,0.00007,0.00007,0.00007
Central African Republic,,0.00085,0.00085,0.00083,0.00085,0.00124,0.00133,0.00138,0.00134,0.00134,0.00132,0.00132,NA
Chad,,0,0,0,0.08215,0.38959,0.40236,0.35967,0.32844,0.29002,0.26192,0.28736,0.26184
Comoros,,0.00002,0.00002,0.00003,0.00004,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,NA
Congo (Brazzaville),,0.61463,0.55982,0.54721,0.53852,0.51381,0.5022,0.52947,0.46191,0.52161,0.5985,0.69223,NA
Congo (Kinshasa),,0.11894,0.11509,0.11273,0.11229,0.1183,0.11857,0.11985,0.12725,0.11919,0.12592,0.12437,NA
Cote dIvoire (IvoryCoast),,0.09255,0.09202,0.09062,0.10686,0.12051,0.14526,0.1954,0.18372,0.20399,0.20269,0.1641,NA
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,2.54665,2.69116,2.66743,2.85199,2.85779,3.12929,3.19001,3.24947,3.76189,3.92275,3.85434,3.8721
Equatorial Guinea,,0.3361,0.36298,0.47093,0.45991,0.7387,0.79029,0.7615,0.83106,0.92684,0.90958,0.87262,NA
Eritrea,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002
Ethiopia,,0.01668,0.02038,0.02038,0.02311,0.02501,0.02805,0.032,0.03312,0.03229,0.03429,0.04781,NA
Gabon,,0.68997,0.59228,0.55256,0.53136,0.52779,0.58404,0.52275,0.53563,0.54639,0.53186,0.53917,NA
Gambia The,,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,0.08196,0.08278,0.06589,0.05455,0.0676,0.06872,0.06818,0.04947,0.07347,0.07945,0.08314,NA
Guinea,,0.00414,0.00564,0.00599,0.00406,0.0055,0.00489,0.00452,0.00527,0.00516,0.00505,0.00506,NA
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,0.02098,0.03281,0.03856,0.04434,0.042,0.04316,0.04537,0.04734,0.04254,0.03727,0.05054,NA
Lesotho,,0.00294,0.00294,0.00319,0.00333,0.00298,0.00347,0.00196,0.00196,0.00197,0.00195,0.00195,NA
Liberia,,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,3.29768,3.20746,3.11209,3.30084,3.60892,3.99044,4.22291,4.36583,4.46458,4.27305,4.30594,1.32263
Madagascar,,0.00551,0.00546,0.00544,0.00619,0.00635,0.00641,0.00626,0.00704,0.00682,0.00716,0.00694,NA
Malawi,,0.01245,0.01203,0.01265,0.01336,0.0139,0.01422,0.01469,0.01505,0.01633,0.01758,0.01819,NA
Mali,,0.00238,0.00242,0.0024,0.0024,0.00249,0.00255,0.00261,0.00265,0.00274,0.00275,0.00293,NA
Mauritania,,0.00033,0.00035,0.00035,0.00042,0.00044,0.00049,0.06594,0.03257,0.02809,0.02511,0.01872,NA
Mauritius,,0.00515,0.00537,0.00524,0.0056,0.00573,0.00543,0.00492,0.00517,0.00559,0.00568,0.00608,0.00566
Morocco,,0.01214,0.01384,0.01293,0.0191,0.02078,0.01493,0.01498,0.0141,0.01528,0.0319,0.0432,NA
Mozambique,,0.10009,0.12405,0.13095,0.11408,0.11914,0.13858,0.20497,0.25287,0.25429,0.26126,0.27412,NA
Namibia,,0.01393,0.01401,0.01471,0.01533,0.01589,0.01641,0.01577,0.01542,0.01454,0.01362,0.01205,0.01356
Niger,,0.00405,0.00418,0.00469,0.00484,0.00606,0.00466,0.00452,0.00439,0.00469,0.00577,0.00577,0.0203
Nigeria,,5.17804,5.45362,5.15444,5.70931,5.89869,6.52299,6.32475,6.27464,5.89862,5.71368,6.37551,NA
Reunion,,0.00769,0.00781,0.00782,0.00791,0.00781,0.00784,0.00779,0.00856,0.00959,0.00942,0.00937,NA
Rwanda,,0.00112,0.00091,0.00099,0.00119,0.00083,0.00065,0.00038,0.00042,0.00067,0.00096,0.00108,NA
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0.0001,0.00004,0.00006,0.00007,0.00006,0.00004,0.00008,0.0001,0.00012,0.00012,0.0001,NA
Senegal,,0.00213,0.00223,0.00425,0.00558,0.00494,0.00478,0.00442,0.00375,0.00414,0.00442,0.00358,NA
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0.00015,0.00015,0.00016,0.00016,0.00016,0.00018,0.00004,0.00018,0.0002,0.00049,0.00098,NA
Somalia,,0,0,0,0.0001,0,0,0,0,0,0,0,NA
South Africa,,5.57823,5.61823,5.52086,5.91416,6.06469,6.05236,6.03843,6.04461,6.13933,6.06113,6.1797,NA
Sudan and South Sudan,,0.36325,0.40631,0.46122,0.51756,0.65343,0.66706,0.72015,0.87984,0.90836,0.93329,0.99094,NA
Swaziland,,0.01091,0.01349,0.01511,0.01177,0.01238,0.01312,0.01289,0.01352,0.01373,0.01431,0.01464,NA
Tanzania,,0.02366,0.02862,0.02942,0.02726,0.02944,0.03421,0.03431,0.04587,0.04843,0.05162,0.05565,NA
Togo,,0.00101,0.00052,0.00087,0.00126,0.00082,0.00075,0.00092,0.00099,0.00091,0.00093,0.00096,NA
Tunisia,,0.24552,0.24304,0.25185,0.25646,0.27034,0.26405,0.26645,0.24373,0.2371,0.26533,0.25834,NA
Uganda,,0.01582,0.01597,0.01697,0.01794,0.01892,0.01839,0.01231,0.01461,0.01686,0.0145,0.01546,NA
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,0.08304,0.08573,0.08683,0.08919,0.08686,0.09162,0.09824,0.09625,0.09432,0.10035,0.1089,NA
Zimbabwe,,0.14736,0.14202,0.14495,0.1497,0.14652,0.15503,0.13467,0.13462,0.10701,0.11265,0.12207,NA
Afghanistan,,0.01376,0.00766,0.00803,0.00809,0.00727,0.00748,0.00795,0.0151,0.01676,0.02198,0.02678,NA
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,9.65711,10.24805,10.45625,10.3256,10.51958,11.21398,11.58874,11.89493,11.86428,12.38437,12.91574,12.84842
Bangladesh,,0.35052,0.37372,0.40765,0.45666,0.49525,0.5347,0.59122,0.62385,0.69297,0.75483,0.76325,0.77547
Bhutan,,0.01956,0.02202,0.02443,0.02732,0.0241,0.02838,0.04689,0.06688,0.07107,0.06886,0.07182,NA
Brunei,,0.81625,0.83679,0.79287,0.82807,0.85055,0.88785,0.99211,0.88344,0.8424,0.75403,0.78395,0.79165
Burma (Myanmar),,0.16654,0.27682,0.38026,0.43438,0.45857,0.57129,0.56937,0.60379,0.56444,0.53502,0.5597,NA
Cambodia,,0.00048,0.00032,0.00031,0.0005,0.00042,0.00059,0.00064,0.00064,0.00061,0.00057,0.00048,NA
China,,38.78412,41.67305,46.22965,51.24905,55.92328,63.95241,68.2333,73.28089,78.35991,84.06435,90.39177,97.83255
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,,0.00443,0.00499,0.00478,0.00373,0.00388,0.00359,0.00358,0.00532,0.00527,0.00488,0.00443,0.00484
French Polynesia,,0.00118,0.00108,0.00133,0.00158,0.00178,0.00177,0.00196,0.00217,0.00206,0.00203,0.00168,NA
Guam,,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,0,0,0,0,0,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
India,,9.83335,10.29344,9.94791,10.50927,11.08758,11.7386,12.39041,13.02888,13.5655,14.56757,15.29438,16.0148
Indonesia,,7.68644,7.56632,7.76478,8.07966,8.46661,9.05921,10.77281,11.31123,11.43057,12.57762,13.78099,14.83948
Japan,,4.51402,4.4759,4.17453,3.75124,4.15686,4.22103,4.32446,3.83189,3.79091,3.98551,4.14117,2.945
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,,0.80628,0.83046,0.80191,0.83494,0.87693,0.95389,0.9589,0.85468,0.90694,0.8725,0.89422,NA
Korea South,,1.15655,1.18055,1.22683,1.34134,1.34387,1.49644,1.51217,1.46379,1.53563,1.51575,1.53337,1.56243
Laos,,0.04018,0.04011,0.04082,0.03619,0.0402,0.04175,0.04323,0.04776,0.0491,0.0471,0.04564,NA
Macau,,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,,3.31433,3.34123,3.43291,3.6602,3.77393,3.6043,3.58031,3.66826,3.78166,3.71599,3.69959,3.63488
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,,0.04481,0.04453,0.04838,0.04669,0.04794,0.10065,0.11203,0.1386,0.16307,0.25426,0.52721,0.65816
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,0.01691,0.01917,0.02164,0.02321,0.02406,0.02522,0.02736,0.02758,0.02772,0.03035,0.03135,NA
New Caledonia,,0.00454,0.00382,0.00331,0.00333,0.00334,0.00356,0.00312,0.00421,0.00476,0.00422,0.00466,NA
New Zealand,,0.68323,0.68203,0.71078,0.64666,0.64881,0.60664,0.63342,0.66545,0.68881,0.70334,0.75036,0.71677
Niue,,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,1.14589,1.12375,1.14273,1.25274,1.31914,1.48741,1.64768,1.64187,1.6443,1.65906,1.73372,1.72259
Papua New Guinea,,0.15724,0.15173,0.12631,0.11845,0.10809,0.09795,0.10747,0.10335,0.09524,0.08713,0.07839,NA
Philippines,,0.22722,0.23032,0.29921,0.35521,0.3971,0.39895,0.38278,0.41154,0.43423,0.45662,0.48245,0.54043
Samoa,,0.00036,0.0005,0.00063,0.00055,0.0005,0.0005,0.00051,0.00052,0.00052,0.00053,0.00054,NA
Singapore,,0.005,0.00978,0.00962,0.01014,0.0096,0.00918,0.00946,0.00963,0.01033,0.01038,0.01145,0.01145
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,0.0324,0.03193,0.02726,0.03356,0.02952,0.03434,0.03837,0.03881,0.04049,0.03793,0.05462,NA
Taiwan,,0.46456,0.44403,0.46711,0.4613,0.46877,0.47551,0.46479,0.4769,0.47996,0.4829,0.48955,NA
Thailand,,1.27243,1.30818,1.40481,1.56132,1.59496,1.73512,1.81896,1.93058,2.07455,2.16374,2.35386,2.40308
Timor-Leste (East Timor),,--,--,--,0,0.10126,0.1837,0.1963,0.15269,0.19509,0.18728,0.17022,0.16292
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,,0.00026,0.00026,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,NA
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,,1.15634,1.32039,1.38336,1.45572,1.76884,1.96771,2.10943,2.15879,2.13827,2.31247,2.32287,2.30336
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0
